"event_id","site_id","basin","sample_date","arrivetime","crew","depth","width","cur_spd","algae_diaoms_presen","thickness_diatoms_present","macrophyte_pct","canopy","embeddedness","rock","rubble","gravel","sand","silt","clay","land_use","general_comment","field_water_qlty","habitat","lgs_habitat_bank","lgs_habitat_macrophyte","lgs_habitat_snag","lgs_habitat_substrate","bottom_type","dominant_substrate","water_clarity_driver","macro_comment","gradient","epifaunal_cover","embeddedness_pooling","velocity_depth_regime","sediment_deposition","flow_status","channel_alteration","riffle_bend_frequency","left_bank_stability","right_bank_stability","left_bank_veg","right_bank_veg","left_bank_veg_zone","right_bank_veg_zone","habitat_comment","temp","spcond","do_conc","do_pct_sat","ph","salinity","photo","photo_2","ref_field_yn","riffle_present","chl_a","site_condition_v1","site_condition_v2","site_condition_notes","microtox","pht_id_up","pht_id_dwn","hab_present","biosample","habitat_total_score","event_id_date","snag_present"
"08-MURM-3.4_20170913","08-MURM-3.4",8,2017-09-13 00:00:00,10:17:00,"Smith, Duffy",0.3,5,34,50,1,20,13,25,NA,NA,NA,100,NA,NA,"Agriculture","Nice low gradient stream even though it is in the middle of dense agricultural land.",NA,NA,2,2,2,2,"Soft","Sand","DOC",NA,NA,17,18,17,17,18,13,18,8,8,8,8,5,5,NA,12,48,10.1,93,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15057436650021.jpg","15057436650022.jpg",0,1,160,"20170913","Y"
"11-MOSE-12.8_20160819","11-MOSE-12.8",11,2016-08-19 00:00:00,11:53:00,"Duffieber",1,8,10,NA,NA,0,34,NA,0,0,0,60,40,0,"Forest","Low gradient sample. Water high and turbid from rains yesterday",NA,"Other",2,1,2,2,"Hard","Sand","Turbidity",NA,NA,14,10,18,18,18,19,17,7,8,9,9,7,8,NA,21.8,417.6,5.7,69.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14722167640003.jpg","14722167640004.jpg",NA,1,162,"20160819","Y"
"11-ROWL-0.5_20160804","11-ROWL-0.5",11,2016-08-04 00:00:00,13:45:00,"Chong, Mosher",0.2,10,NA,50,1,20,30,NA,NA,NA,NA,NA,NA,NA,"Residential","Low gradient, site change because no access",NA,NA,2,2,2,2,"Soft","Silt","Turbidity",NA,NA,17,12,16,7,15,20,19,6,7,9,9,8,10,NA,21.3,489.4,8.61,97.3,7.84,0.24,NA,NA,NA,NA,NA,NA,NA,NA,0,"14706806430021.jpg","14706806430022.jpg",NA,1,155,"20160804","Y"
"11-TOMH-12.2_20160805","11-TOMH-12.2",11,2016-08-05 00:00:00,08:33:00,"Smith, Stieber",0.3,5,6,100,2,20,50,NA,0,5,10,10,75,0,"Agriculture","Low gradient, heavy ag district, beaver dam","Good","Other",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,13,15,12,13,18,16,10,7,7,7,7,10,10,NA,19,245,3,24,7.1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,1,"14706779700023.jpg","14706779700024.jpg",NA,1,145,"20160805","Y"
"13-BASC_T17-2.4_20170726","13-BASC_T17-2.4",13,2017-07-26 00:00:00,14:28:00,"Smith, Lemley",0.1,2,21,100,1,10,20,25,30,50,10,10,NA,NA,"Residential","Stream is very small with a significant debris pile up on the upstream side of the bridge causing an impoundment. This site is borderline a low gradient stream but should be run as low gradient.","Good","Impoundment",2,2,2,2,"Hard","Gravel","DOC",NA,NA,16,16,16,16,18,15,17,10,10,10,10,5,5,NA,20,175,7.3,84,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012493640001.jpg","15012493640002.jpg",0,1,164,"20170726","Y"
"13-BLKH-8.2_20170727","13-BLKH-8.2",13,2017-07-27 00:00:00,08:00:00,"Mosher duffy",1.5,15,8,50,2,70,6,NA,NA,NA,NA,NA,NA,NA,"Wetland","Bedrock partway in stream. No real banks, only macrophyte beds",NA,"Adequate",0,2,0,2,"Soft","Silt","Turbidity",NA,NA,18,11,6,12,19,16,15,8,7,9,7,10,10,"Headwater",19.8,333,3.6,39,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320001.jpg","15012484320002.jpg",0,1,148,"20170727","N"
"13-BLKK-1.1_20170711","13-BLKK-1.1",13,2017-07-11 00:00:00,11:45:00,"Heitzman, Onion",1,10,20,40,1,30,70,20,10,20,20,20,30,NA,"Residential",NA,NA,"Low flow",0,2,0,2,"Hard","Gravel","Turbidity",NA,NA,17,17,15,17,19,17,17,9,9,9,9,6,8,NA,22.3,459.8,4.18,48.8,7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"14998646430001.jpg","14998646430002.jpg",0,1,169,"20170711","N"
"13-EBCR-16.3_20170725","13-EBCR-16.3",13,2017-07-25 00:00:00,15:00:00,"Mosher duffy",0.1,25,1,100,1,40,49,NA,NA,NA,NA,NA,NA,NA,"Wetland","Nice low gradient site","Good","Adequate",2,2,2,2,"Soft","Silt","Turbidity",NA,NA,15,15,14,13,14,17,18,8,9,9,9,10,10,"Wetlandy left bank forested right",19.5,412.3,5.01,54.5,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320007.jpg","15012484320008.jpg",0,1,161,"20170725","Y"
"13-FISH-16.3_20170726","13-FISH-16.3",13,2017-07-26 00:00:00,14:43:00,"Mosher duffy",1.5,25,10,0,0,0,90,NA,NA,NA,NA,NA,NA,NA,"Residential","Very little habitat. Slow deep channel","Very poor","Adequate",2,0,2,2,"Soft","Silt","Turbidity",NA,NA,7,12,2,14,15,15,9,6,5,6,8,10,3,"Headwater stream",20.2,506.2,7.82,86.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320011.jpg","15012484320012.jpg",0,1,112,"20170726","Y"
"13-NOST-0.3_20170724","13-NOST-0.3",13,2017-07-24 00:00:00,10:15:00,"Smith, Duffy, Lendrum",0.3,5,30,100,1,20,1,50,NA,NA,NA,NA,NA,NA,"Residential","Low gradient stream","Good","Other",1,1,1,1,"Hard","Gravel","Turbidity",NA,NA,12,5,9,10,18,18,10,6,6,6,6,2,2,NA,17,443,8.1,5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012493640019.jpg","15012493640020.jpg",0,1,110,"20170724","Y"
"13-RHIN-4.3_20170727","13-RHIN-4.3",13,2017-07-27 00:00:00,10:00:00,"Mosher duffy",0.3,15,15,80,2,10,58,NA,NA,NA,NA,NA,NA,NA,"Forest","Tidally influenced",NA,"Adequate",2,2,2,2,"Hard","Sand","Turbidity",NA,NA,15,14,17,9,11,16,16,6,6,7,7,10,10,NA,18.8,496,8.4,90,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320027.jpg","15012484320028.jpg",0,1,144,"20170727","Y"
"16-SWEL-0.1_20170725","16-SWEL-0.1",16,2017-07-25 00:00:00,11:00:00,"Mosher duffy",0.1,1,5,100,3,20,85,20,NA,NA,NA,NA,NA,NA,"Commercial","Low gradient, very periphytous",NA,"Adequate",2,1,0,2,"Hard","Sand","Turbidity",NA,NA,15,16,16,14,11,13,10,8,7,7,6,1,1,NA,14.4,233.6,8.2,80.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320039.jpg","15012484320040.jpg",0,1,125,"20170725","N"
"16-SWMP-6.8_20170725","16-SWMP-6.8",16,2017-07-25 00:00:00,12:00:00,"Mosher duffy",1,25,1,100,2,70,6,NA,NA,NA,NA,NA,NA,NA,"Residential","Suspended algae",NA,"Adequate",2,2,1,2,"Hard","Sand","Susp algae",NA,NA,18,16,14,16,16,17,15,9,8,4,6,2,2,NA,20.2,528.1,1.11,12.3,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"15012484320041.jpg","15012484320042.jpg",0,1,143,"20170725","Y"
