site_id,amphipoda,architaenioglossa,basommatophora,coleoptera,decapoda,diptera,ephemeroptera,hemiptera,heterostropha,hirudinida,hoplonemertea,isopoda,lepidoptera,lumbriculida,megaloptera,neoophora,neotaenioglossa,neuroptera,odonata,opisthopora,plecoptera,trichoptera,tubificida,undetermined_clitellata,undetermined_gastropoda,undetermined_lumbriculata,undetermined_nematoda,undetermined_nemertea,undetermined_platyhelminthes,unionoida,veneroida,,event_id,site_id,basin,sample_date,arrivetime,crew,depth,width,cur_spd,algae_diaoms_presen,thickness_diatoms_present,macrophyte_pct,canopy,embeddedness,rock,rubble,gravel,sand,silt,clay,land_use,general_comment,field_water_qlty,habitat,lgs_habitat_bank,lgs_habitat_macrophyte,lgs_habitat_snag,lgs_habitat_substrate,bottom_type,dominant_substrate,water_clarity_driver,macro_comment,gradient,epifaunal_cover,embeddedness_pooling,velocity_depth_regime,sediment_deposition,flow_status,channel_alteration,riffle_bend_frequency,left_bank_stability,right_bank_stability,left_bank_veg,right_bank_veg,left_bank_veg_zone,right_bank_veg_zone,habitat_comment,temp,spcond,do_conc,do_pct_sat,ph,salinity,photo,photo_2,ref_field_yn,riffle_present,chl_a,site_condition_v1,site_condition_v2,site_condition_notes,microtox,pht_id_up,pht_id_dwn,hab_present,biosample,habitat_total_score,snag_present,landcover_nat_pct,landcover_dev_pct,landcover_ag_pct,landcover_water_pct,landcover_agdev_pct,site_id,condition_class,PC1
10-TRAE-4.5,0,0,5,32,0,112,2,0,0,0,0,0,0,0,4,0,0,0,10,0,0,16,7,0,0,0,1,0,0,0,21,,10-TRAE-4.5_20180717,10-TRAE-4.5,10,7/17/2018,13:41:00,"Duffy,Woltmann",0.2,2,15,NA,-9999,NA,30,NA,0,0,0,50,50,0,Wetland,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,NA,Low,9,10,5,14,20,20,20,10,10,10,10,10,10,NA,24,244,7.1,92,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.43271222,3.345755694,11.22153209,0,14.56728778,10-TRAE-4.5,1,1.484632852
10-TWOB-3.6,0,0,3,6,0,162,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,1,0,0,0,0,1,,10-TWOB-3.6_20150714,10-TWOB-3.6,10,7/14/2015,13:49:00,RSmith; Jlojpsberger; CLAWRENCE,0.3,4,50,NA,NA,70,2,NA,NA,NA,NA,NA,NA,NA,Forest; wetland,Beaver dam upstream of site. Chlorophyll meter was not working.,NA,NA,2,2,2,2,Soft,Sand,DOC,NA,NA,14,12,12,15,19,18,7,9,9,9,9,9,9,NA,22.35,120,7.37,84.8,6.83,NA,14370659950041.jpg,14370659950042.jpg,Yes,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,90.48799504,7.554826973,1.609324084,0.347853901,9.164151057,10-TWOB-3.6,1,1.728845812
10-URIL-0.4,0,0,0,11,1,181,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,9,0,0,0,0,0,0,0,3,,10-URIL-0.4_20150714,10-URIL-0.4,10,7/14/2015,16:46:00,RSmith; Jlojpsberger; CLawrence,0.5,3.5,10,NA,NA,10,22,NA,NA,NA,NA,NA,NA,NA,Residential,Heavy beaver activity. Lots of woody debris. Lots of odonates. Iron precipitate along banks.,NA,NA,2,2,2,2,Hard,Gravel,DOC,NA,NA,13,8,14,10,19,14,14,6,5,7,6,9,7,Tires and bottles present.,23.98,314,7.19,85.7,7.55,NA,14370659950009.jpg,14370659950010.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,78.37894681,5.313247627,16.27362831,0.034177248,21.58687594,10-URIL-0.4,2,0.883532346
11-GORN-6.0,64,0,53,2,9,53,1,2,0,0,0,11,0,0,0,0,0,0,1,0,2,0,15,2,0,0,0,0,0,0,0,,11-GORN-6.0_20150618,11-GORN-6.0,11,6/18/2015,10:15:00,Rsmith; AJSmith; Emosher,0.6,1.5,40,NA,NA,25,6.4,NA,NA,NA,NA,NA,NA,NA,Forest; Wetland,Stonefly found on log. Good reference site.,NA,NA,2,2,2,2,Soft,Clay,DOC,NA,NA,18,15,13,6,14,20,18,9,9,9,9,10,10,Very good epifaunal condition. Sampled 25 yards upstream of bridge.,16.79,310,10.14,104,7.47,NA,Yes,NA,Yes,No,1.7,test,ref,"Possible ref site, 74.7% LU. Noted as possible in field sheet.",NA,NA,NA,NA,NA,NA,Y,74.72671622,5.570616528,19.41407958,0.288587669,24.98469611,11-GORN-6.0,1,1.196178799
11-MOSE-12.8,4,2,1,35,0,17,4,101,0,1,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,31,,11-MOSE-12.8_20160819,11-MOSE-12.8,11,8/19/2016,11:53:00,Duffieber,1,8,10,NA,NA,0,34,NA,0,0,0,60,40,0,Forest,Low gradient sample. Water high and turbid from rains yesterday,NA,Other,2,1,2,2,Hard,Sand,Turbidity,NA,NA,14,10,18,18,18,19,17,7,8,9,9,7,8,NA,21.8,417.6,5.7,69.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14722167640003.jpg,14722167640004.jpg,NA,1,162,Y,48.88648147,6.116226882,44.71871856,0.278573087,50.83494545,11-MOSE-12.8,2,0.530933954
11-ROWL-0.5,23,0,3,7,1,93,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,15,0,0,0,0,0,0,0,37,,11-ROWL-0.5_20160804,11-ROWL-0.5,11,8/4/2016,13:45:00,"Chong, Mosher",0.2,10,NA,50,1,20,30,NA,NA,NA,NA,NA,NA,NA,Residential,"Low gradient, site change because no access",NA,NA,2,2,2,2,Soft,Silt,Turbidity,NA,NA,17,12,16,7,15,20,19,6,7,9,9,8,10,NA,21.3,489.4,8.61,97.3,7.84,0.24,NA,NA,NA,NA,NA,NA,NA,NA,0,14706806430021.jpg,14706806430022.jpg,NA,1,155,Y,75.668924,17.02332581,7.112114372,0.195635816,24.13544018,11-ROWL-0.5,2,0.903171663
11-SRUN-3.8,96,0,10,0,1,36,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,2,,11-SRUN-3.8_20150618,11-SRUN-3.8,11,6/18/2015,13:03:00,Rsmith; AJSmith; Emosher,0.45,4.5,70,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,Residential,Gray water color and conductivity is very high. Nice habitat plenty of snags and overhanging vegetation.,NA,NA,2,2,2,2,Soft,Sand,Turb,NA,NA,16,4,8,16,17,16,17,7,8,8,8,9,4,NA,15,1309,9.6,96,7.3,NA,Maybe,NA,No,No,0.25,test,test,NA,NA,NA,NA,NA,NA,NA,Y,38.2679845,56.96028384,3.656638065,1.115093588,60.61692191,11-SRUN-3.8,3,-1.09803832
11-TEET-0.8,0,0,0,8,0,143,7,2,0,0,0,0,0,2,1,0,0,0,7,0,2,12,2,0,0,0,0,0,0,0,17,,11-TEET-0.8_20150619,11-TEET-0.8,11,6/19/2015,14:06:00,Rsmith; AJSmith; Emosher,5.5,3.5,10,NA,NA,5,11.6,NA,NA,NA,NA,NA,NA,NA,Forest; Wetland; Agriculture,NA,NA,NA,2,2,2,2,Soft,Sand,DOC,NA,NA,17,17,16,15,19,18,11,9,9,9,9,7,10,NA,15.73,18,8.12,81.7,4.35,NA,Yes,NA,Yes,No,1.11,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,99.29880118,0.214883511,0,0.486315313,0.214883511,11-TEET-0.8,1,3.654569576
11-TOMH-12.2,89,0,2,0,0,21,42,2,0,0,0,29,0,0,0,0,0,0,24,0,0,2,2,0,0,0,0,0,0,0,0,,11-TOMH-12.2_20160805,11-TOMH-12.2,11,8/5/2016,8:33:00,"Smith, Stieber",0.3,5,6,100,2,20,50,NA,0,5,10,10,75,0,Agriculture,"Low gradient, heavy ag district, beaver dam",Good,Other,2,2,2,2,Soft,Silt,Turbidity,NA,NA,13,15,12,13,18,16,10,7,7,7,7,10,10,NA,19,245,3,24,7.1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,1,14706779700023.jpg,14706779700024.jpg,NA,1,145,Y,76.28672528,3.329401673,19.87454428,0.509328758,23.20394596,11-TOMH-12.2,3,-5
12-ALPL_T11-2.1,13,1,4,26,4,25,8,1,2,7,0,98,0,3,0,0,0,0,9,0,12,0,0,0,0,1,0,0,0,0,33,,12-ALPL_T11-2.1_20150618,12-ALPL_T11-2.1,12,6/18/2015,15:11:00,Rsmith; AJSmith; Emosher,0.15,1,10,NA,NA,60,58.4,NA,NA,NA,NA,NA,NA,NA,Residential; Forest; Wetland,NA,NA,NA,2,2,0,2,Very Soft,Clay,DOC,NA,NA,16,13,3,16,17,13,6,9,9,9,8,9,9,NA,18.52,285,8.62,92.3,7.06,NA,Yes,NA,Yes,No,1.02,ref,ref,NA,NA,NA,NA,NA,NA,NA,N,78.34829443,4.236983842,16.5529623,0.861759425,20.78994614,12-ALPL_T11-2.1,2,0.886692264
12-BARK-0.6,6,0,31,28,0,78,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,20,0,0,0,0,0,0,0,5,,12-BARK-0.6_20150819,12-BARK-0.6,12,8/19/2015,10:58:00,JL/JD,0.25,1,15,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Forest; res.,Net jab,NA,NA,2,2,1,2,Soft,Sand,NA,NA,NA,8,15,10,16,12,16,10,10,10,8,8,7,8,NA,17.3,604,7.58,79,7.55,NA,14401631630001.jpg,14401631630002.jpg,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,38.585209,2.733118971,58.56109325,0.120578778,61.29421222,12-BARK-0.6,3,-0.919703148
13-BASC_T17-2.4,0,0,2,2,0,127,3,0,0,0,0,58,0,0,2,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,3,,13-BASC_T17-2.4_20170726,13-BASC_T17-2.4,13,7/26/2017,14:28:00,"Smith, Lemley",0.1,2,21,100,1,10,20,25,30,50,10,10,NA,NA,Residential,Stream is very small with a significant debris pile up on the upstream side of the bridge causing an impoundment. This site is borderline a low gradient stream but should be run as low gradient.,Good,Impoundment,2,2,2,2,Hard,Gravel,DOC,NA,NA,16,16,16,16,18,15,17,10,10,10,10,5,5,NA,20,175,7.3,84,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012493640001.jpg,15012493640002.jpg,0,1,164,Y,83.99044205,3.166069295,11.02150538,1.821983274,14.18757467,13-BASC_T17-2.4,1,1.83136972
13-BLKH-8.2,52,0,9,9,0,78,17,3,0,0,0,0,0,1,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,,13-BLKH-8.2_20170727,13-BLKH-8.2,13,7/27/2017,8:00:00,Mosher duffy,1.5,15,8,50,2,70,6,NA,NA,NA,NA,NA,NA,NA,Wetland,"Bedrock partway in stream. No real banks, only macrophyte beds",NA,Adequate,0,2,0,2,Soft,Silt,Turbidity,NA,NA,18,11,6,12,19,16,15,8,7,9,7,10,10,Headwater,19.8,333,3.6,39,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320001.jpg,15012484320002.jpg,0,1,148,N,77.61403362,9.916057859,11.41278181,1.057126709,21.32883967,13-BLKH-8.2,2,0.88470725
13-BLKK-1.1,27,3,10,4,0,15,10,2,0,0,0,125,1,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,,13-BLKK-1.1_20170711,13-BLKK-1.1,13,7/11/2017,11:45:00,"Heitzman, Onion",1,10,20,40,1,30,70,20,10,20,20,20,30,NA,Residential,NA,NA,Low flow,0,2,0,2,Hard,Gravel,Turbidity,NA,NA,17,17,15,17,19,17,17,9,9,9,9,6,8,NA,22.3,459.8,4.18,48.8,7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14998646430001.jpg,14998646430002.jpg,0,1,169,N,64.33028866,11.04622786,24.39687631,0.226607168,35.44310417,13-BLKK-1.1,2,0.817197085
13-EBCR-16.3,38,0,0,16,0,83,24,3,0,0,0,15,0,0,1,0,0,0,15,0,0,5,2,0,0,0,0,0,0,0,0,,13-EBCR-16.3_20170725,13-EBCR-16.3,13,7/25/2017,15:00:00,Mosher duffy,0.1,25,1,100,1,40,49,NA,NA,NA,NA,NA,NA,NA,Wetland,Nice low gradient site,Good,Adequate,2,2,2,2,Soft,Silt,Turbidity,NA,NA,15,15,14,13,14,17,18,8,9,9,9,10,10,Wetlandy left bank forested right,19.5,412.3,5.01,54.5,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320007.jpg,15012484320008.jpg,0,1,161,Y,77.86028639,9.780082826,11.5521427,0.807488089,21.33222553,13-EBCR-16.3,1,1.251312817
13-FISH-16.3,10,0,2,0,13,2,11,36,0,0,0,18,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,13-FISH-16.3_20170726,13-FISH-16.3,13,7/26/2017,14:43:00,Mosher duffy,1.5,25,10,0,0,0,90,NA,NA,NA,NA,NA,NA,NA,Residential,Very little habitat. Slow deep channel,Very poor,Adequate,2,0,2,2,Soft,Silt,Turbidity,NA,NA,7,12,2,14,15,15,9,6,5,6,8,10,3,Headwater stream,20.2,506.2,7.82,86.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320011.jpg,15012484320012.jpg,0,1,112,Y,66.90818262,14.30749588,16.84868168,1.935639821,31.15617756,13-FISH-16.3,2,-0.107012913
13-NOST-0.3,73,0,24,10,1,44,13,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,36,0,0,1,0,0,0,0,0,,13-NOST-0.3_20170724,13-NOST-0.3,13,7/24/2017,10:15:00,"Smith, Duffy, Lendrum",0.3,5,30,100,1,20,1,50,NA,NA,NA,NA,NA,NA,Residential,Low gradient stream,Good,Other,1,1,1,1,Hard,Gravel,Turbidity,NA,NA,12,5,9,10,18,18,10,6,6,6,6,2,2,NA,17,443,8.1,5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012493640019.jpg,15012493640020.jpg,0,1,110,Y,66.38345995,4.123412399,29.37423882,0.118888824,33.49765122,13-NOST-0.3,2,-0.214298926
13-QKER-0.9,0,0,4,0,0,61,4,0,0,1,0,0,0,0,0,0,4,0,1,0,0,4,5,0,0,0,0,0,0,0,55,,13-QKER-0.9_20180828,13-QKER-0.9,13,8/28/2018,8:48:00,"Lojpersberger,Lemley",0.5,5,40,10,1,10,10,0,0,0,5,25,60,10,Residential,NA,Poor,Other,2,2,0,2,Soft,Silt,Turbidity,"Dominant land use Ag, not residential. Nothing to scrape for habs sample.",Low,5,5,4,10,15,10,13,8,8,7,7,4,4,NA,21,440,6.25,70.2,7.22,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,40.53641407,13.91037712,43.85337676,1.699832053,57.76375388,13-QKER-0.9,2,-0.842371997
13-QKER-1.0,0,0,1,3,0,136,0,8,0,0,0,2,0,0,0,0,0,0,28,0,0,0,29,0,0,0,0,0,2,0,1,,13-QKER-1.0_20150812,13-QKER-1.0,13,8/12/2015,14:25:00,Duffy RSmith,0.3,4,0.2,NA,NA,10,75,NA,NA,NA,NA,NA,NA,NA,AG,Very nasty site with dumpster odor. Hard bottom but no riffle. Hard to decide whether was lg or not. Good test site but will have to determine whether meets lg definition,NA,NA,2,2,2,2,Hard,Gravel,Turb,NA,NA,15,10,10,5,20,15,13,7,8,6,7,3,4,NA,26.3,517,8.7,107,7.5,NA,14395794810203.jpg,14395794810204.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,40.55137653,13.90405641,43.84410758,1.70045948,57.74816399,13-QKER-1.0,2,-0.628861752
13-RHIN-4.3,116,0,2,17,5,16,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,,13-RHIN-4.3_20170727,13-RHIN-4.3,13,7/27/2017,10:00:00,Mosher duffy,0.3,15,15,80,2,10,58,NA,NA,NA,NA,NA,NA,NA,Forest,Tidally influenced,NA,Adequate,2,2,2,2,Hard,Sand,Turbidity,NA,NA,15,14,17,9,11,16,16,6,6,7,7,10,10,NA,18.8,496,8.4,90,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320027.jpg,15012484320028.jpg,0,1,144,Y,49.53301127,14.77455717,35.55555556,0.136876006,50.33011272,13-RHIN-4.3,2,-0.08100841
13-RIOG-0.7,81,0,2,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,73,,13-RIOG-0.7_20180828,13-RIOG-0.7,13,8/28/2018,9:51:00,"Lemley,Lojpersberger",0.2,4,30,30,1,0,90,0,0,0,10,80,10,0,Residential,NA,Poor,Other,2,0,2,2,Soft,Sand,NA,"Land use Ag, not res.",Low,17,-9999,14,15,15,16,13,6,6,6,6,4,4,NA,24,862,6.67,79.5,7.36,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,37.35473515,42.58747994,17.66934189,2.388443018,60.25682183,13-RIOG-0.7,2,-0.643090852
13-SPRO-9.2,7,0,12,0,2,52,7,0,0,0,0,49,0,0,0,0,5,0,0,0,0,0,35,0,0,0,0,0,0,0,12,,13-SPRO-9.2_20150630,13-SPRO-9.2,13,6/30/2015,16:37:00,RSmith;JLopsberger,25,7,30,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,Forest,Large cobble with moderate sediment deposit prevalent.,NA,NA,2,2,2,2,Soft,Gravel,Turb,NA,NA,10,10,6,14,18,18,6,6,6,6,6,5,5,NA,17.45,414,11.73,119,8.04,NA,14357777680075.jpg,14357777680076.jpg,No,No,1.74,test,test,NA,NA,NA,NA,NA,NA,NA,Y,63.74755079,12.05321233,23.52892647,0.670310405,35.58213881,13-SPRO-9.2,2,-0.051631274
13-WALK_T25-1.5,1,0,0,2,0,179,10,0,0,39,0,2,0,0,0,0,0,0,4,0,0,1,26,0,0,26,0,0,2,0,0,,13-WALK_T25-1.5_20150812,13-WALK_T25-1.5,13,8/12/2015,12:48:00,Duffy RSmith,0.1,3,0.1,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,Prison,Site is near prisons. Approached within 30 seconds about why we're here. No issues; gross site,NA,NA,2,2,0,2,Soft,Silt,NA,NA,NA,5,5,6,10,20,12,9,10,10,10,10,7,6,NA,21.4,340,9.2,104,7.4,NA,14395794810037.jpg,14395794810038.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,28.73364601,14.41619353,56.85016045,0,71.26635399,13-WALK_T25-1.5,2,-0.865431608
13-WBLKK-8.9,103,4,14,20,4,50,5,7,0,0,0,14,0,0,0,0,0,0,11,0,0,2,2,0,0,0,0,1,0,0,1,,13-WBLKK-8.9_20150618,13-WBLKK-8.9,13,6/18/2015,16:32:00,Rsmith; AJSmith; Emosher,6.75,2.5,0,NA,NA,20,53.2,NA,NA,NA,NA,NA,NA,NA,Residential; Forest; Wetland;,NA,NA,NA,2,2,2,2,Hard,Gravel,Turb,NA,NA,17,16,16,4,20,19,10,9,9,10,10,10,9,NA,16.98,398,5.77,59.4,6.88,NA,Yes,NA,No,No,8.75,test,test,NA,NA,NA,NA,NA,NA,NA,Y,68.78121347,5.063223887,25.65083413,0.504728509,30.71405802,13-WBLKK-8.9,1,1.143484473
13-WKLEI-0.6,3,0,0,1,1,32,5,0,0,0,0,5,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,13-WKLEI-0.6_20180827,13-WKLEI-0.6,13,8/27/2018,11:20:00,"Lemley,Lojpersberger",0.3,5,20,10,1,0,70,0,0,0,0,10,80,10,Residential,NA,Very_poor,Sand,2,0,2,2,Soft,Silt,Turbidity,Muddy lw gradient strm,Low,5,5,5,6,12,15,7,2,2,9,8,9,6,NA,22,220,5.5,65.2,7.45,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,81.30571938,6.094271476,12.52228775,0.077721392,18.61655923,13-WKLEI-0.6,2,0.470614523
14-HURL-2.8,50,0,8,12,0,65,14,2,0,0,1,4,2,0,0,0,0,0,23,0,0,19,12,0,0,0,0,0,1,0,4,,14-HURL-2.8_20150812,14-HURL-2.8,14,8/12/2015,10:00:00,Duffy RSmith,0.5,5,0.1,NA,NA,10,42,NA,NA,NA,NA,NA,NA,NA,Residential,Site is harder bottom just upstream.,NA,NA,2,2,2,2,Hard,Sand,DOC,NA,NA,13,13,10,19,20,16,12,9,9,9,9,2,5,NA,17.4,147,9.6,100,7.3,NA,14395794810209.jpg,14395794810210.jpg,No,Yes,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,77.65648315,11.52909762,8.230581952,2.583837273,19.75967957,14-HURL-2.8,1,1.432902406
14-TENR-3.7,0,0,0,21,0,98,53,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,0,0,0,0,0,0,0,7,,14-TENR-3.7_20190821,14-TENR-3.7,14,8/21/2019,10:02:00,"Schnore,Lemley",0.75,12,10,80,3,20,0,NA,10,10,0,40,10,30,Wetland,NA,NA,NA,2,2,2,2,Soft,Sand,DOC,Do not access from <U+0093>5th street<U+0094> as per google maps. Use lake shore drive.,Low,15,14,13,18,20,20,17,10,10,10,10,10,10,NA,21,108,7.53,84.5,7.26,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,78.54010249,3.698009772,15.94803957,1.813848171,19.64604934,14-TENR-3.7,1,1.942091471
14-WLAK-5.8,39,0,0,21,0,155,55,14,0,0,0,11,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,4,,14-WLAK-5.8_20150812,14-WLAK-5.8,14,8/12/2015,10:53:00,Duffy RSmith,0.1,3,0.3,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,Forested,Nice site flowing out of woods. Took newts out of sample.,NA,NA,2,2,2,2,Soft,Silt,NA,NA,NA,12,11,9,10,20,18,20,10,10,10,10,2,10,NA,18.5,208,8.2,88,6.5,NA,14395794810083.jpg,14395794810084.jpg,No,No,NA,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,80.88406752,7.725452426,3.786688295,7.603791757,11.51214072,14-WLAK-5.8,1,1.864669762
15-HACK-3.3,12,0,6,22,0,150,0,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,15-HACK-3.3_20150813,15-HACK-3.3,15,8/13/2015,9:19:00,Duffy RSmith,1,10,0.1,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,Urban,Site is deep and turbid and looks like it's been ponded but also with riprap dumped. DO is again questionable today. Ultimate LGS site excluding an Mohawk screening sites. Ryan fell in almost underwater,NA,NA,2,2,2,2,Soft,Silt,Turb,NA,NA,13,8,18,11,20,13,20,8,8,7,7,10,10,NA,22.9,538,5.1,56,7.3,NA,14395794810211.jpg,14395794810212.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,29.11567248,62.84518112,1.079310013,6.95983639,63.92449113,15-HACK-3.3,2,-0.056230291
15-MAWA-3.7,75,0,10,7,1,29,6,0,0,0,0,61,0,1,0,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,1,,15-MAWA-3.7_20150813,15-MAWA-3.7,15,8/13/2015,8:06:00,Duffy RSmith,0.9,6,0.05,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,Residential,Site is deep with good habitat and sinuous. There is a dead mammal smelling it up but otherwise good.lots of snags and undercut banks. DO is questionable,NA,NA,2,2,2,2,Hard,Gravel,Turb,NA,NA,15,18,17,18,19,20,20,9,9,9,9,10,5,Good site except for dead mammal,19.8,483,7.2,72,7.6,NA,14395794810105.jpg,14395794810106.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,69.33730023,30.44943524,0,0.213264527,30.44943524,15-MAWA-3.7,1,1.376226547
15-RAMA-13.7,38,0,30,19,2,41,0,78,9,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,,15-RAMA-13.7_20150812,15-RAMA-13.7,15,8/12/2015,16:09:00,Duffy rsmith,0.6,8,0.1,NA,NA,0,45,NA,NA,NA,NA,NA,NA,NA,Highway,Almost would be reference except for highway salt influence which is very high. Had to hike across field. Tough walk,NA,NA,2,2,2,2,NA,Sand,Turb,NA,NA,12,16,15,17,17,18,17,10,7,9,9,10,10,NA,23.1,1140,9.1,107,7.5,NA,14395794810041.jpg,14395794810042.jpg,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,50.0391462,44.52983353,3.871353222,1.559667051,48.40118675,15-RAMA-13.7,2,0.003415077
16-AMEN_T2-1.1,5,0,14,19,4,163,29,7,0,0,0,0,0,0,0,0,0,0,2,0,6,12,11,0,0,0,0,0,0,0,15,,16-AMEN_T2-1.1_20150630,16-AMEN_T2-1.1,16,6/30/2015,13:11:00,RSmith; JLopsberger,70,8,20,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,Residential,NA,NA,NA,2,2,2,2,Very soft,Sand,NA,NA,NA,8,10,11,13,19,18,5,9,9,8,0,7,0,NA,16.23,533,10.04,101.1,7.74,NA,14357777680067.jpg,14357777680068.jpg,No,Yes,1.18,test,test,NA,NA,NA,NA,NA,NA,NA,Y,48.46120503,9.991330733,41.48244473,0.065019506,51.47377547,16-AMEN_T2-1.1,2,-0.622318342
16-BOGH-0.3,43,0,0,0,0,121,7,0,0,0,0,8,0,0,1,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,1,,16-BOGH-0.3_20150630,16-BOGH-0.3,16,6/30/2015,14:32:00,RSmith; JLopsberger,60,3,0,NA,NA,50,10,NA,NA,NA,NA,NA,NA,NA,Wetland,Extremely mucky. No flow. Stream winds through dense wetland. Walked upstream 30 yards from culvert on,NA,NA,2,2,2,2,Very soft,Silt,DOC,NA,NA,17,12,15,5,19,20,13,9,9,10,10,10,10,NA,17.7,161,8.16,84.6,6.96,NA,14357777680007.jpg,14357777680008.jpg,Yes,No,0.74,ref,ref,NA,NA,NA,NA,NA,NA,NA,Y,96.37925744,2.321775596,0.347754935,0.951212028,2.669530531,16-BOGH-0.3,1,2.070002127
16-SWEL-0.1,1,0,3,15,0,151,26,0,0,0,0,4,0,1,0,0,0,0,1,0,3,3,4,0,0,0,0,0,0,0,1,,16-SWEL-0.1_20170725,16-SWEL-0.1,16,7/25/2017,11:00:00,Mosher duffy,0.1,1,5,100,3,20,85,20,NA,NA,NA,NA,NA,NA,Commercial,"Low gradient, very periphytous",NA,Adequate,2,1,0,2,Hard,Sand,Turbidity,NA,NA,15,16,16,14,11,13,10,8,7,7,6,1,1,NA,14.4,233.6,8.2,80.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320039.jpg,15012484320040.jpg,0,1,125,N,61.67307437,2.333289142,35.92734986,0.066286623,38.260639,16-SWEL-0.1,2,0.320877425
16-SWMP-6.8,72,0,35,1,0,82,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,,16-SWMP-6.8_20170725,16-SWMP-6.8,16,7/25/2017,12:00:00,Mosher duffy,1,25,1,100,2,70,6,NA,NA,NA,NA,NA,NA,NA,Residential,Suspended algae,NA,Adequate,2,2,1,2,Hard,Sand,Susp algae,NA,NA,18,16,14,16,16,17,15,9,8,4,6,2,2,NA,20.2,528.1,1.11,12.3,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15012484320041.jpg,15012484320042.jpg,0,1,143,Y,73.75332573,13.25351577,12.22158875,0.771569745,25.47510452,16-SWMP-6.8,2,0.539037385
