OBJECTID,Name,RegionID,RegionName,AreaPercen,AreaSqMi,StatLabel,StatName,Value,Units,MinLimit,MaxLimit
6746,17-SWML-1.4,gc1078,,,,IMPERV,Percent Impervious,-999.99,percent,3,50
6747,17-SWML-1.4,gc1078,,,,I2H2Y,2 Hour 2 Year Precipitation,-999.99,inches,0.2,2.8
6748,17-SWML-1.4,gc1078,,,,STORAGE,Percent Storage,0.0,percent,0,11
6749,17-SWML-1.4,gc1078,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
6750,17-SWML-1.4,gc1078,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3,70
6751,17-SWML-1.4,gc1254,,,,DRNAREA,Drainage Area,4.48,square miles,1,9000
6752,17-SWML-1.4,gc1254,,,,PCTREG1,Percent Area in Region 1,-999.99,percent,0,100
6753,17-SWML-1.4,gc1254,,,,PCTREG2,Percent Area in Region 2,-999.99,percent,0,100
6754,17-SWML-1.4,gc1254,,,,PCTREG3,Percent Area in Region 3,-999.99,percent,0,100
6755,17-SWML-1.4,gc1254,,,,PCTREG4,Percent Area in Region 4,-999.99,percent,0,100
6756,17-SWML-1.4,gc1254,,,,PCTREG5,Percent Area in Region 5,-999.99,percent,0,100
6757,17-SWML-1.4,gc1580,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,1
6758,17-SWML-1.4,gc1580,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0,47.9
6759,17-SWML-1.4,gc1581,,,,DRNAREA,Drainage Area,4.48,square miles,0.14,1
6760,17-SWML-1.4,gc1581,,,,LC06DEV,Percent Developed from NLCD2006,-999.99,percent,2.8,98.5
6761,17-SWML-1.4,gc1582,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,1
6762,17-SWML-1.4,gc1582,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0.2,34.8
6763,17-SWML-1.4,gc1582,,,,I24H50Y,24 Hour 50 Year Precipitation,-999.99,inches,6.51,10.9
6764,17-SWML-1.4,gc138,,,,DRNAREA,Drainage Area,4.48,square miles,4.32,3394
6765,17-SWML-1.4,gc138,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.01,17.6
6766,17-SWML-1.4,gc139,,,,DRNAREA,Drainage Area,4.48,square miles,0.11,8343
6767,17-SWML-1.4,gc139,,,,RUGGED,Ruggedness_Number,-999.99,feet per mi,68,7820
6768,17-SWML-1.4,gc139,,,,COMPRAT,Compactness Ratio,-999.99,dimensionless,1.4,3.48
6769,17-SWML-1.4,gc140,,,,DRNAREA,Drainage Area,4.48,square miles,0.13,2812
6770,17-SWML-1.4,gc140,,,,RUGGED,Ruggedness_Number,-999.99,feet per mi,21.3,2265
6771,17-SWML-1.4,gc1233,,,,DRNAREA,Drainage Area,4.48,square miles,0.01,7422
6772,17-SWML-1.4,gc1233,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6773,17-SWML-1.4,gc1233,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6774,17-SWML-1.4,gc1234,,,,DRNAREA,Drainage Area,4.48,square miles,0.01,7422
6775,17-SWML-1.4,gc1234,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6776,17-SWML-1.4,gc1234,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6777,17-SWML-1.4,gc1234,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.53,674
6778,17-SWML-1.4,gc1234,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,25.8
6779,17-SWML-1.4,gc1235,,,,DRNAREA,Drainage Area,4.48,square miles,0.026,4.09
6780,17-SWML-1.4,gc1235,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,31.5,41.2
6781,17-SWML-1.4,gc1235,,,,BDF,Basin Development Factor,-999.99,dimensionless,0,12
6782,17-SWML-1.4,gc1785,,,,DRNAREA,Drainage Area,4.48,square miles,0.04,5989
6783,17-SWML-1.4,gc1785,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6784,17-SWML-1.4,gc1785,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6785,17-SWML-1.4,gc1786,,,,DRNAREA,Drainage Area,4.48,square miles,0.04,6309
6786,17-SWML-1.4,gc1786,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6787,17-SWML-1.4,gc1786,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6788,17-SWML-1.4,gc1787,,,,DRNAREA,Drainage Area,4.48,square miles,0.26,2514
6789,17-SWML-1.4,gc1787,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6790,17-SWML-1.4,gc1787,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6791,17-SWML-1.4,gc1788,,,,DRNAREA,Drainage Area,4.48,square miles,0.04,5989
6792,17-SWML-1.4,gc1788,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6793,17-SWML-1.4,gc1788,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6794,17-SWML-1.4,gc1788,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.53,516
6795,17-SWML-1.4,gc1788,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,25.35
6796,17-SWML-1.4,gc1789,,,,DRNAREA,Drainage Area,4.48,square miles,0.04,6309
6797,17-SWML-1.4,gc1789,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6798,17-SWML-1.4,gc1789,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6799,17-SWML-1.4,gc1789,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,1.21,457
6800,17-SWML-1.4,gc1789,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,7.1
6801,17-SWML-1.4,gc1790,,,,DRNAREA,Drainage Area,4.48,square miles,0.26,2514
6802,17-SWML-1.4,gc1790,,,,OHREGC,Ohio Region C Indicator 1 if in C else 0,-999.99,dimensionless,0,1
6803,17-SWML-1.4,gc1790,,,,OHREGA,Ohio Region A Indicator 1 if in A else 0,-999.99,dimensionless,0,1
6804,17-SWML-1.4,gc1790,,,,CSL1085LFP,Stream Slope 10 and 85 Longest Flow Path,-999.99,feet per mi,3.24,131
6805,17-SWML-1.4,gc1790,,,,LC92STOR,Percent Storage from NLCD1992,-999.99,percent,0,1.23
6806,17-SWML-1.4,gc1629,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,1,2060
6807,17-SWML-1.4,gc1749,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,1,2060
6808,17-SWML-1.4,gc1488,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
6809,17-SWML-1.4,gc1488,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
6810,17-SWML-1.4,gc1487,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
6811,17-SWML-1.4,gc1487,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,16.6,62.1
6812,17-SWML-1.4,gc1791,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,2510
6813,17-SWML-1.4,gc1791,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
6814,17-SWML-1.4,gc1792,,,,DAUNREG,Unregulated Drainage Area,-999.99,square miles,0.1,2510
6815,17-SWML-1.4,gc1792,,,,CSL10_85fm,Stream Slope 10 and 85 Method ft per mi,-999.99,feet per mi,1.98,342
6816,17-SWML-1.4,gc727,,,,DRNAREA,Drainage Area,4.48,square miles,0.8,1680
6817,17-SWML-1.4,gc727,,,,ELEV,Mean Basin Elevation,-999.99,feet,3540,7950
6818,17-SWML-1.4,gc728,,,,DRNAREA,Drainage Area,4.48,square miles,0.21,26.5
6819,17-SWML-1.4,gc728,,,,URBAN,Percent Urban,-999.99,percent,1,99
6820,17-SWML-1.4,gc728,,,,GUTTER,Gutter Length,-999.99,miles per square mile,0,60
6821,17-SWML-1.4,gc728,,,,STORAGE,Percent Storage,0.0,percent,0,7
6822,17-SWML-1.4,gc729,,,,DRNAREA,Drainage Area,4.48,square miles,0.28,673
6823,17-SWML-1.4,gc729,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,2.52,5.79
6824,17-SWML-1.4,gc729,,,,SOILPERM,Average Soil Permeability,-999.99,inches per hour,0.72,4.76
6825,17-SWML-1.4,gc729,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,42.4,53.9
6826,17-SWML-1.4,gc729,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.1,0.23
6827,17-SWML-1.4,gc729,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
6828,17-SWML-1.4,gc730,,,,DRNAREA,Drainage Area,4.48,square miles,0.22,3940
6829,17-SWML-1.4,gc730,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,6.24,28
6830,17-SWML-1.4,gc730,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.72,4.34
6831,17-SWML-1.4,gc730,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,20.5,34
6832,17-SWML-1.4,gc730,,,,JANMAXT2K,Mean Maximum January Temperature from 2K resolution PRISM 1961-1990 data,-999.99,degrees F,33.9,47.3
6833,17-SWML-1.4,gc730,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
6834,17-SWML-1.4,gc730,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
6835,17-SWML-1.4,gc731,,,,DRNAREA,Drainage Area,4.48,square miles,0.37,7270
6836,17-SWML-1.4,gc731,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.62,28.3
6837,17-SWML-1.4,gc731,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,1.53,4.48
6838,17-SWML-1.4,gc731,,,,ELEV,Mean Basin Elevation,-999.99,feet,,
6839,17-SWML-1.4,gc731,,,,ORREG2,Oregon Region Number,-999.99,dimensionless,,
6840,17-SWML-1.4,gc1754,,,,DRNAREA,Drainage Area,4.48,square miles,4.64,525
6841,17-SWML-1.4,gc1754,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.03,19.3
6842,17-SWML-1.4,gc1754,,,,ELEV,Mean Basin Elevation,-999.99,feet,2770,6060
6843,17-SWML-1.4,gc1755,,,,DRNAREA,Drainage Area,4.48,square miles,0.293,1630
6844,17-SWML-1.4,gc1755,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.52,7.97
6845,17-SWML-1.4,gc1755,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.234,1.28
6846,17-SWML-1.4,gc1755,,,,WATCAPORC,Available_Water_Capacity_OR_Cooper,-999.99,inches,0.102,0.196
6847,17-SWML-1.4,gc1756,,,,DRNAREA,Drainage Area,4.48,square miles,0.24,3870
6848,17-SWML-1.4,gc1757,,,,DRNAREA,Drainage Area,4.48,square miles,1.7,7630
6849,17-SWML-1.4,gc1757,,,,BSLOPD,Mean Basin Slope degrees,-999.99,degrees,5.35,22.6
6850,17-SWML-1.4,gc1757,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.37,5.28
6851,17-SWML-1.4,gc1757,,,,JANMINT2K,Mean Minimum January Temperature from 2K resolution PRISM PRISM 1961-1990 data,-999.99,degrees F,16.4,23.1
6852,17-SWML-1.4,gc1757,,,,STATSGODEP,STATSGODEP,-999.99,inches,21.3,50.7
6853,17-SWML-1.4,gc1758,,,,DRNAREA,Drainage Area,4.48,square miles,0.609,3000
6854,17-SWML-1.4,gc1758,,,,ELEV,Mean Basin Elevation,-999.99,feet,4850,7050
6855,17-SWML-1.4,gc1758,,,,JANAVPRE2K,Mean January Precipitation,-999.99,inches,1.78,4.46
6856,17-SWML-1.4,gc1758,,,,JULAVPRE2K,Mean July Precipitation,-999.99,inches,0.197,0.915
6857,17-SWML-1.4,gc1759,,,,DRNAREA,Drainage Area,4.48,square miles,0.152,453
6858,17-SWML-1.4,gc1759,,,,ASPECT,Basin average aspect,-999.99,degrees,133,244
6859,17-SWML-1.4,gc907,,,,DRNAREA,Drainage Area,4.48,square miles,3.04,1490
6860,17-SWML-1.4,gc907,,,,ELEVMAX,Maximum Basin Elevation,-999.99,feet,1470,2690
6861,17-SWML-1.4,gc908,,,,DRNAREA,Drainage Area,4.48,square miles,0.92,1160
6862,17-SWML-1.4,gc908,,,,STORAGE,Percent Storage,0.0,percent,0,8.9
6863,17-SWML-1.4,gc909,,,,DRNAREA,Drainage Area,4.48,square miles,1.42,1280
6864,17-SWML-1.4,gc909,,,,CARBON,Percent Carbonate,-999.99,percent,0,100
6865,17-SWML-1.4,gc910,,,,DRNAREA,Drainage Area,4.48,square miles,1.2,512
6866,17-SWML-1.4,gc910,,,,CARBON,Percent Carbonate,-999.99,percent,0,68.5
6867,17-SWML-1.4,gc1793,,,,DRNAREA,Drainage Area,4.48,square miles,2.27,1030
6868,17-SWML-1.4,gc1793,,,,BSLPDRPA20,BSLPDRPA20,-999.99,degrees,1.55,6.82
6869,17-SWML-1.4,gc191,,,,DRNAREA,Drainage Area,4.48,square miles,4,404
6870,17-SWML-1.4,gc191,,,,STRDEN,Stream Density,-999.99,miles per square mile,1.25,3.53
6871,17-SWML-1.4,gc191,,,,STORNHD,Percent Storage from NHD,-999.99,percent,3.37,19
6872,17-SWML-1.4,gc1270,,,,DRNAREA,Drainage Area,4.48,square miles,1,9000
6873,17-SWML-1.4,gc1270,,,,PCTREG1,Percent Area in Region 1,-999.99,percent,0,100
6874,17-SWML-1.4,gc1270,,,,PCTREG2,Percent Area in Region 2,-999.99,percent,0,100
6875,17-SWML-1.4,gc1270,,,,PCTREG3,Percent Area in Region 3,-999.99,percent,0,100
6876,17-SWML-1.4,gc1270,,,,PCTREG4,Percent Area in Region 4,-999.99,percent,0,100
6877,17-SWML-1.4,gc1270,,,,PCTREG5,Percent Area in Region 5,-999.99,percent,0,100
6878,17-SWML-1.4,gc1587,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,1
6879,17-SWML-1.4,gc1587,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0,47.9
6880,17-SWML-1.4,gc1588,,,,DRNAREA,Drainage Area,4.48,square miles,0.14,1
6881,17-SWML-1.4,gc1588,,,,LC06DEV,Percent Developed from NLCD2006,-999.99,percent,2.8,98.5
6882,17-SWML-1.4,gc1589,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,1
6883,17-SWML-1.4,gc1589,,,,LC06IMP,Percent Impervious NLCD2006,-999.99,percent,0.2,34.8
6884,17-SWML-1.4,gc1589,,,,I24H50Y,24 Hour 50 Year Precipitation,-999.99,inches,6.51,10.9
6885,17-SWML-1.4,gc667,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.14,983
6886,17-SWML-1.4,gc667,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.79,1.3
6887,17-SWML-1.4,gc668,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.22,670
6888,17-SWML-1.4,gc668,,,,PII_SD,S Dakota Precipitation Intensity Index,-999.99,inches,0.6,1.21
6889,17-SWML-1.4,gc669,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.06,904
6890,17-SWML-1.4,gc670,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.11,137
6891,17-SWML-1.4,gc671,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,10,760
6892,17-SWML-1.4,gc672,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.63,920
6893,17-SWML-1.4,gc672,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,29.6,460
6894,17-SWML-1.4,gc673,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,3.81,105
6895,17-SWML-1.4,gc341,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
6896,17-SWML-1.4,gc342,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.2,9000
6897,17-SWML-1.4,gc342,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,3.29,950
6898,17-SWML-1.4,gc342,,,,CLIMFAC2YR,Tennessee Climate Factor 2 Year,-999.99,dimensionless,2.06,2.32
6899,17-SWML-1.4,gc343,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
6900,17-SWML-1.4,gc344,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.47,2557
6901,17-SWML-1.4,gc344,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.9,343
6902,17-SWML-1.4,gc345,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
6903,17-SWML-1.4,gc346,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.173,30.2
6904,17-SWML-1.4,gc346,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
6905,17-SWML-1.4,gc347,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
6906,17-SWML-1.4,gc348,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,30.21,2048
6907,17-SWML-1.4,gc348,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,2.12,132
6908,17-SWML-1.4,gc349,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.76,2308
6909,17-SWML-1.4,gc350,,,,DRNAREA,Drainage Area,4.48,square miles,0.043,19.4
6910,17-SWML-1.4,gc350,,,,CHANCOND,Average Channel Condition,-999.99,dimensionless,1,2
6911,17-SWML-1.4,gc351,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.21,24.3
6912,17-SWML-1.4,gc351,,,,IMPERV,Percent Impervious,-999.99,percent,4.7,74
6913,17-SWML-1.4,gc351,,,,I24H2Y,24 Hour 2 Year Precipitation,-999.99,inches,3.05,4
6914,17-SWML-1.4,gc1489,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,2,20
6915,17-SWML-1.4,gc1489,,,,IMPERV,Percent Impervious,-999.99,percent,5,42
6916,17-SWML-1.4,gc1490,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
6917,17-SWML-1.4,gc1490,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
6918,17-SWML-1.4,gc1491,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
6919,17-SWML-1.4,gc1491,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,0.38,148
6920,17-SWML-1.4,gc1492,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.1,7000
6921,17-SWML-1.4,gc1493,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,42.8,1249
6922,17-SWML-1.4,gc1493,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,2.77,13.07
6923,17-SWML-1.4,gc1494,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.24,26.2
6924,17-SWML-1.4,gc1494,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,3.24,78.72
6925,17-SWML-1.4,gc1495,,,,DRNAREA,Drainage Area,4.48,square miles,3,40
6926,17-SWML-1.4,gc1495,,,,TXURBINDEX,Texas Urbanization Index,-999.99,dimensionless,12,33
6927,17-SWML-1.4,gc1496,,,,CONTDA,Contributing Drainage Area,-999.99,square miles,0.5,3000
6928,17-SWML-1.4,gc1496,,,,CSLBlue,Stream Slope Blue Line Method,-999.99,feet per mi,9,100
6929,17-SWML-1.4,gc1497,,,,DRNAREA,Drainage Area,4.48,square miles,1.33,182
6930,17-SWML-1.4,gc1497,,,,CONVEY,Bank Full Channel Conveyance,-999.99,cubic feet per second,12000,2800000
6931,17-SWML-1.4,gc1497,,,,URBAN,Percent Urban,-999.99,percent,37,98.9
6932,17-SWML-1.4,gc1498,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,9329
6933,17-SWML-1.4,gc1498,,,,CSLBlue_ff,Main Channel Slope ft per ft,-999.99,foot per foot,0.00023,0.071
6934,17-SWML-1.4,gc1498,,,,PRECIP,Mean Annual Precipitation,-999.99,inches,8,57
6935,17-SWML-1.4,gc1498,,,,OmegaEM,OmegaEM residual from 2009 5087,-999.99,dimensionless,-0.51,0.386
6936,17-SWML-1.4,gc959,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,4350
6937,17-SWML-1.4,gc959,,,,ELEV,Mean Basin Elevation,-999.99,feet,4320,7750
6938,17-SWML-1.4,gc959,,,,BSLDEM30ff,Mean Basin Slope from 30m DEM ft/ft,-999.99,percent,0.0231,0.4447
6939,17-SWML-1.4,gc960,,,,DRNAREA,Drainage Area,4.48,square miles,3.62,390
6940,17-SWML-1.4,gc960,,,,ELEV,Mean Basin Elevation,-999.99,feet,6420,10500
6941,17-SWML-1.4,gc961,,,,DRNAREA,Drainage Area,4.48,square miles,2.14,84.1
6942,17-SWML-1.4,gc961,,,,PRECIP,Mean Annual Precipitation,44.59,inches,16.5,53.7
6943,17-SWML-1.4,gc962,,,,DRNAREA,Drainage Area,4.48,square miles,5.72,66.5
6944,17-SWML-1.4,gc963,,,,DRNAREA,Drainage Area,4.48,square miles,2.95,667
6945,17-SWML-1.4,gc963,,,,ELEV,Mean Basin Elevation,-999.99,feet,8130,10900
6946,17-SWML-1.4,gc963,,,,BSLDEM10M,Mean Basin Slope from 10m DEM,-999.99,percent,9.67,40.3
6947,17-SWML-1.4,gc964,,,,DRNAREA,Drainage Area,4.48,square miles,0.91,629
6948,17-SWML-1.4,gc964,,,,LU92HRBN,Percent Nat Herb Upland from NLCD1992,-999.99,percent,2.14,15.6
6949,17-SWML-1.4,gc965,,,,DRNAREA,Drainage Area,4.48,square miles,0.87,532
6950,17-SWML-1.4,gc965,,,,ELEV,Mean Basin Elevation,-999.99,feet,4300,9380
6951,17-SWML-1.4,gc966,,,,DRNAREA,Drainage Area,4.48,square miles,5.43,1670
6952,17-SWML-1.4,gc1603,,,,DRNAREA,Drainage Area,4.48,square miles,0.18,689
6953,17-SWML-1.4,gc1603,,,,LC06STOR,Percent Storage from NLCD2006,-999.99,percent,0,18.5
6954,17-SWML-1.4,gc1603,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,33.5,70.4
6955,17-SWML-1.4,gc1604,,,,DRNAREA,Drainage Area,4.48,square miles,0.18,689
6956,17-SWML-1.4,gc1550,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6957,17-SWML-1.4,gc1551,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6958,17-SWML-1.4,gc1552,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6959,17-SWML-1.4,gc1553,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6960,17-SWML-1.4,gc1554,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6961,17-SWML-1.4,gc1555,,,,DRNAREA,Drainage Area,4.48,square miles,0.06,7866
6962,17-SWML-1.4,gc1750,,,,DRNAREA,Drainage Area,4.48,square miles,0.25,3310
6963,17-SWML-1.4,gc1750,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,9.82,52.5
6964,17-SWML-1.4,gc1750,,,,CANOPY_PCT,Percent Area Under Canopy,-999.99,percent,0,77.4
6965,17-SWML-1.4,gc1751,,,,DRNAREA,Drainage Area,4.48,square miles,0.42,1330
6966,17-SWML-1.4,gc1751,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,8.86,84.2
6967,17-SWML-1.4,gc1751,,,,CANOPY_PCT,Percent Area Under Canopy,-999.99,percent,0,81.8
6968,17-SWML-1.4,gc1752,,,,DRNAREA,Drainage Area,4.48,square miles,0.08,2610
6969,17-SWML-1.4,gc1752,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,33.2,168
6970,17-SWML-1.4,gc1753,,,,DRNAREA,Drainage Area,4.48,square miles,0.18,2230
6971,17-SWML-1.4,gc1753,,,,PRECPRIS10,Mean Annual Precip PRISM 1981 2010,-999.99,inches,11.9,187
6972,17-SWML-1.4,gc1569,,,,DRNAREA,Drainage Area,4.48,square miles,0.21,1461
6973,17-SWML-1.4,gc1570,,,,DRNAREA,Drainage Area,4.48,square miles,0.1,1619
6974,17-SWML-1.4,gc1571,,,,DRNAREA,Drainage Area,4.48,square miles,0.13,1516
6975,17-SWML-1.4,gc1466,,,,DRNAREA,Drainage Area,4.48,square miles,0.47,124
6976,17-SWML-1.4,gc1466,,,,IMPERV,Percent Impervious,-999.99,percent,4.8,90.8
6977,17-SWML-1.4,gc1467,,,,DRNAREA,Drainage Area,4.48,square miles,0.47,124
6978,17-SWML-1.4,gc1467,,,,IMPERV,Percent Impervious,-999.99,percent,4.8,90.8
6979,17-SWML-1.4,gc1777,,,,DRNAREA,Drainage Area,4.48,square miles,0.67,609
6980,17-SWML-1.4,gc1777,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.81,189
6981,17-SWML-1.4,gc1777,,,,LC11FOREST,LC11FOREST,-999.99,percent,31.6,86.1
6982,17-SWML-1.4,gc1778,,,,DRNAREA,Drainage Area,4.48,square miles,1.67,1120
6983,17-SWML-1.4,gc1778,,,,LC11WATER,LC11WATER,-999.99,percent,0,16.2
6984,17-SWML-1.4,gc1779,,,,DRNAREA,Drainage Area,4.48,square miles,1.37,1100
6985,17-SWML-1.4,gc1780,,,,DRNAREA,Drainage Area,4.48,square miles,0.56,2250
6986,17-SWML-1.4,gc1780,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,1.27,10.1
6987,17-SWML-1.4,gc1781,,,,DRNAREA,Drainage Area,4.48,square miles,0.27,2090
6988,17-SWML-1.4,gc1781,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,0.94,8.98
6989,17-SWML-1.4,gc1781,,,,LC11FOREST,LC11FOREST,-999.99,percent,13,67.9
6990,17-SWML-1.4,gc1782,,,,DRNAREA,Drainage Area,4.48,square miles,2.22,687
6991,17-SWML-1.4,gc1782,,,,CSL10_85,Stream Slope 10 and 85 Method,-999.99,feet per mi,1.66,154
6992,17-SWML-1.4,gc1782,,,,LC11FOREST,LC11FOREST,-999.99,percent,0.206,92.5
6993,17-SWML-1.4,gc1783,,,,DRNAREA,Drainage Area,4.48,square miles,0.82,6350
6994,17-SWML-1.4,gc1783,,,,LC11DEVLMH,LC11DEVLMH,-999.99,percent,1.13,86.5
6995,17-SWML-1.4,gc1784,,,,DRNAREA,Drainage Area,4.48,square miles,0.48,3340
6996,17-SWML-1.4,gc1784,,,,SSURGOKSAT,SSURGO Saturated Hydraulic Conductivity,-999.99,inches per hour,8.88,15.7
6997,17-SWML-1.4,gc1784,,,,LC11WATER,LC11WATER,-999.99,percent,0,10.1
6998,17-SWML-1.4,gc1239,,,,DRNAREA,Drainage Area,4.48,square miles,0.52,2620
6999,17-SWML-1.4,gc1239,,,,LONG_OUT,Longitude of Basin Outlet,-999.99,degrees,105.21,111.34
7000,17-SWML-1.4,gc1239,,,,ELEV,Mean Basin Elevation,-999.99,feet,5950,10700
