BASIN,LOCATION,RIVMILE,STATION,COLL_DATE,NAME,CREW,ARRIVETIME,WIDTH,DEPTH,CUR_SPD,TEMP,COND,DO,PERCENT_SAT,PH,CANOPY,SALINITY,SECCHI,EMBEDD,ROCK,RUBBLE,GRAVEL,SAND,SILT,CLAY,ALGAE_S,ALGAE_FIL,ALGAE_D,THICKNESS_D,MACRO,LGS_HAB_BNK,LGS_HAB_MAC,LGS_HAB_SNG,LGS_HAB_SUB,BOTTOM_TYPE,DOM_SUBSTRATE,WTRCLR_DRIVER,PHT_ID_UP,PHT_ID_DWN,EPHEM,PLECOP,TRICH,COLEOP,MEGALOP,ODONATA,CHIR,SIMUL,DECAPOD,GAMMAR,MOLLUSK,OLIGO,OTHERS,FIELD_WQA,HABITAT,NOTES,LANDUSE,SAMP,ORG_FOR_TOXICS,MICROTOX,HAB_PRESENT,PROJECT
03,SKIN,2.6,,7/22/2015,,"RSmith , AJSmith",10:29:00 AM,,,160,18.51,344,9.31,99.3,7.83,75,,,50,,,90,90,,,0,0,50,2,0,,,,,,,,14377528040043.jpg,14377528040044.jpg,1,1,1,1,0,0,1,0,0,0,0,0,,Very good,Gravel,,Agricultural,Sampled,0,0,,RIBS_Scr
03,SKIN_T4,1.1,,7/22/2015,,"RSmith, AJSmith",11:21:00 AM,2,0.1,60,17.49,142,9.22,96.2,7.68,46,,,60,,20,50,50,,,0,1,40,3,,,,,,,,,14377528040047.jpg,14377528040048.jpg,1,1,1,1,0,0,1,1,0,0,0,0,,Very good,Gravel,,Agricultural,Sampled,0,0,,RIBS_Scr
03,SKIN_T4,2.6,,7/22/2015,,"RSmith, AJSmith",11:36:00 AM,1.5,0.1,20,16.67,122,8.76,90,7.69,75,,,35,,,,,,,0,0,100,2,,,,,,,,,14377528040045.jpg,14377528040046.jpg,1,1,1,1,1,0,1,0,1,0,0,0,Tipulidae,Very good,Gravel,,Residential,Sampled,0,0,,RIBS_Scr
03,SNAE,1.4,,7/22/2015,,"RSmith, AJSmith",3:33:00 PM,2.5,0.3,,22.55,371,7.23,83.6,7.93,65,,,50,5,15,75,75,,,0,1,100,3,0,,,,,,,,14377528040049.jpg,14377528040050.jpg,1,0,1,1,1,0,1,0,1,0,0,0,,Good,Gravel,,Agricultural,Sampled,0,0,,RIBS_Scr
03,SNDY,3.4,,7/22/2015,,JL/JD,11:08:00 AM,,0.25,80,22,673,10.6,121.1,8.27,45,,,20,30,50,15,,,,0,1,100,2,5,,,,,,,,14377579410055.jpg,14377579410056.jpg,1,0,1,0,0,0,1,0,0,1,1,1,,Poor,Adequate,"Done at bridge Priem Road, 500 meters up for kick. A lot of mollusca and gammaridae",Agricultural,Sampled,0,1,,RIBS_Scr
03,SNDY,5.8,,7/22/2015,,JL/JD,10:35:00 AM,12,0.2,110,20.8,678,8.37,92,8.26,30,,,30,20,60,15,,,,0,1,100,1,0,,,,,,,,14377579410053.jpg,14377579410054.jpg,1,0,1,1,0,1,1,1,1,1,1,1,,Good,Adequate,,Agricultural,Sampled,0,0,,RIBS_Int
03,SSAN,6.6,,7/22/2015,,"RSmith, AJSmith",9:32:00 AM,3,0.4,250,19.36,253,9.53,103.2,8.31,10,,,50,50,40,10,10,,,0,0,20,1,0,,,,,,,,14377528040051.jpg,14377528040052.jpg,1,1,1,0,1,0,0,0,0,0,0,0,,Very good,Bedrock,Embeddedness was natural. Great community diversity.,Residential,Sampled,0,0,,RIBS_Scr
03,STNE,9.4,,7/22/2015,,"RSmith, AJSmith",8:12:00 AM,10,0.3,50,20.84,810,5.67,63.3,7.79,20,,,25,5,50,45,45,,,0,1,100,2,0,,,,,,,,14377528040053.jpg,14377528040054.jpg,1,1,1,0,0,0,1,0,1,0,1,0,,Good,Gravel,"High percentage of Hydropsychid caddis, likely due to seston from small impoundment immediately upstream of riffle. Homeowner shays big milk plant spill in recent past from upstream of site.",Residential,Sampled,0,0,,RIBS_Scr
03,THOM,0.7,,7/22/2015,,HEITZ Novak,5:20:00 PM,4,0.3,91,21.2,1014,8,92,8.2,96,,,30,40,20,25,10,5,,0,1,80,1,,,,,,,,,14377631070009.jpg,14377631070010.jpg,1,0,1,1,0,0,0,0,1,1,1,0,,Poor,Adequate,Order when exiting truck--chemical? Sewag-ish?discharege --see photos just above sample location. Water is grayish.,"Residential, commercial",Sampled,0,0,,RIBS_Scr
03,TROB,7.9,,7/22/2015,,"RSmith, AJSmith",12:18:00 PM,3,0.2,30,15.96,98,8.98,90.8,7.26,45,,,15,10,20,65,65,,,0,0,100,2,0,,,,,,,,14377528040059.jpg,14377528040060.jpg,1,1,1,0,1,0,1,0,1,0,0,0,Tipulidae,Very good,Gravel,Great diversity at site. Pterenarcidae. Non-rusty crayfish,"Agricultural, Residential",Sampled,0,0,,RIBS_Scr
03,YANT,0.2,,7/22/2015,,JL/JD,10:00:00 AM,1,0.12,10,18,779,6.45,68.6,7.46,52,,,,,,,,,,0,1,,,80,2,2,0,2,Hard,Sand,Turb,14377589820011.jpg,14377589820012.jpg,,,,,,,,,,,,,,,,"Channel above stagnant pool, south of Srinagar 360. Micro tox sample done",Agricultural,Sampled,,,,RIBS_Scr
03,BERO,4.4,,7/23/2015,,JL/JD,9:42:00 AM,1,0.18,30,18.5,1103,7.7,81.8,8.14,25,,,10,0,30,60,10,0,0,1,1,100,1,2,,,,,,,,14377579410005.jpg,14377579410006.jpg,1,0,1,1,0,0,1,0,1,1,1,1,,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Int
03,FORM,0.9,,7/23/2015,,HEITZ Novak,9:42:00 AM,12,0.1,35,19.2,848,7.2,80,8.2,85,,,20,20,20,40,10,10,,0,0,100,2,0,,,,,,,,14377624080007.jpg,14377624080008.jpg,1,0,1,1,0,0,1,0,1,1,0,0,Leeches,Good,Adequate,Moved site to 60 m upstream of bridge Below bridge is seriously posted,Recreation Residential,Sampled,0,0,,RIBS_Int
03,FORM,5.8,,7/23/2015,,JL/JD,8:10:00 AM,2.5,0.18,20,17.9,932,4.07,43,7.86,,,,10,5,50,35,,5,,1,1,100,1,50,,,,,,,,14377579410015.jpg,14377579410016.jpg,0,0,0,0,0,0,1,0,1,1,0,1,Leeches,Poor,Other,,Residential.,Sampled,0,1,,RIBS_Scr
03,FORM_T,0.2,,7/23/2015,,"HEITZ, Novak",10:52:00 AM,4,0.1,15,19.9,738,6.1,69,7.9,96,,,20,5,20,40,25,10,,0,0,90,0,0,,,,,,,,14377624080009.jpg,14377624080010.jpg,1,0,1,1,0,0,1,0,1,1,0,0,Sowbugs,Poor,Low flow,Took sample at 2 sites below footbridge on trail in park; 10 m below & 30 m below Flow very low Name of stream Salt Creek,Recreational,Sampled,0,0,,RIBS_Scr
03,FORM_T,0.4,,7/23/2015,,JL/JD,8:41:00 AM,2,0.1,20,17.2,925,5.56,57.4,8.02,95,,,10,40,50,10,,,,0,0,50,1,,,,,,,,,14377579410017.jpg,14377579410018.jpg,1,0,1,0,0,0,1,1,1,1,0,1,"Flat worms , sow bugs",Poor,Other,,Residential.,Sampled,0,0,,RIBS_Scr
03,LTLC,1.0,,7/23/2015,,JL/JD,12:19:00 PM,2,0.2,50,21.5,405,4.83,53.7,7.48,70,,,20,40,40,15,,,,0,1,100,1,,,,,,,,,14377579410029.jpg,14377579410030.jpg,1,0,1,1,0,0,1,0,1,0,1,1,,Good,Adequate,,Residential. Agriculture,Sampled,0,0,,RIBS_Scr
03,MILO,0.1,,7/23/2015,,"HEITZ, Novak",8:58:00 AM,5,0.1,63,17.7,1296,8.5,92,8.3,97,,,20,5,35,35,15,10,,0,1,100,0,0,,,,,,,,14377629960003.jpg,14377629960004.jpg,1,0,1,1,0,0,1,1,1,1,0,0,"Sowbugs, Tipulids",,Adequate,"Moved site upstream behind pavilion where there was small riffle Original site had lake water flowing in, so close to lake No riffle at original site change to current location",Recreational,Sampled,0,0,,RIBS_Int
03,MILO,0.5,,7/23/2015,,"HEITZ, Novak",11:40:00 AM,3,0.1,49,18.9,1427,9.5,105,8.3,66,,,20,,30,40,20,10,,0,1,100,0,0,,,,,,,,14377629960005.jpg,14377629960006.jpg,1,0,1,1,0,0,1,1,1,1,0,0,"Tipulids , Sowbugs, flat worms",Good,Adequate,"Off Majestic Way, behind cooperative home owner house",Residential,Sampled,0,0,,RIBS_Scr
03,MILO_T,2.3,,7/23/2015,,HEITZ Novak,8:25:00 AM,1.5,0.1,20,16.6,1390,6.7,71,7.9,96,,,30,10,20,35,25,10,,0,1,50,0,0,,,,,,,,14377629960001.jpg,14377629960002.jpg,0,0,0,0,0,1,0,0,0,1,1,0,"Sow bugs , flat worms",Poor,Low flow,,Residential,Sampled,0,0,,RIBS_Scr
03,NGRN,0.3,,7/23/2015,,Duffy Mosher,,10,0.1,50,19.9,138,10.9,119,7.8,88,,,30,10,60,20,5,5,0,,,,,,,,,,,,,N/A,N/A,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,Sampled,,,,RIBS_Scr
03,NLSM,7.9,,7/23/2015,,Duffy Mosher,,,0.5,20,20.8,,10.4,116,7.5,23,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,"Low gradient- Looks like beaver dammed, used to have riffle - rocky a lot of sediment",,Sampled,,,,RIBS_Scr
03,REDR_T,1.1,,7/23/2015,,JLJD,2:46:00 PM,1,0.1,30,19.2,402,7.19,78.6,8,90,,,20,10,70,15,,,,0,0,,,,,,,,,,,14377579410039.jpg,14377579410040.jpg,1,0,1,0,0,0,1,0,1,0,0,0,,Poor,Other,"Stream in poor conditions, 2 55 gal. Drums faint Oder. A lot of yard and branch debris",Recreational,Sampled,0,1,,RIBS_Scr
03,SALC,1.1,,7/23/2015,,"HEITZ, Novak",1:40:00 PM,5,0.1,76,21,999,9.7,111,8.5,93,,,25,30,10,30,20,10,,0,1,50,0,0,,,,,,,,14377631070001.jpg,14377631070002.jpg,0,0,1,1,0,0,1,1,1,0,0,0,Tipulids,Poor,Adequate,"Lots of Filamentous - long, flowing...",Residential,Sampled,0,0,,RIBS_Scr
03,SALC_T,0.1,,7/23/2015,,JL/JD,10:30:00 AM,1,0.12,20,18.6,977,3.23,34.4,7.57,90,,,10,40,40,10,,10,,0,1,,,,,,,,,,,14377579410041.jpg,14377579410042.jpg,1,0,0,1,0,1,1,0,0,1,1,1,Sow bugs,Poor,Other,,Residential. and Agriculture,Sampled,0,0,,RIBS_Scr
03,SDUS,2.5,,7/23/2015,,JL/JD,11:33:00 AM,3,0.18,60,18.1,625,9.08,95.6,8.16,72,,,10,50,40,10,,,,0,1,100,1,,,,,,,,,14377579410045.jpg,14377579410046.jpg,1,1,1,1,0,0,1,1,1,0,0,0,"Flat worms, tipulidae",Very good,Adequate,Noticed a slight oil sheen right side bottom of the falls,"Agriculture,Residential.",Sampled,0,0,,RIBS_Scr
03,SGRN,1.1,,7/23/2015,,Duffy Mosher,,10,0.1,50,20.1,262,9.1,100.6,7.4,43,,,50,5,50,40,5,0,0,,,,,,,,,,,,,N/A,N/A,1,1,1,1,1,0,1,0,1,0,0,0,,,,"nice, a little slimey",,,,,,RIBS_Int
03,TGRN,6.4,,7/23/2015,,Duffy Mosher,,2,0.1,10,16.25,95,10.8,110,7.4,98,,,50,5,25,25,25,20,0,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,Sampled,,,,RIBS_Scr
03,TROB,0.5,,7/23/2015,,Duffy Mosher,,20,0.1,60,19.6,156,9.9,108,7.89,96,,,,5,60,30,5,0,0,,,,,,,,,,,,,N/A,N/A,1,1,1,0,0,0,1,0,1,0,0,1,,,,Lots of hydropsydrids,,Sampled,,,,RIBS_Int
03,WMAXW,0.5,,7/23/2015,,"HEITZ, Novak",3:00:00 PM,8,0.1,90,24.8,672,8.4,105,8.6,95,,,40,5,40,35,10,10,,0,1,20,0,0,,,,,,,,14377631070015.jpg,14377631070016.jpg,1,1,1,1,0,0,0,0,0,0,0,0,,Very good,Adequate,"Huge discharge pipe, looks relatively new- no current discharge Check name of stream; Maxwell or Salmon",Recreation; Residential,Sampled,0,0,,RIBS_Scr
03,WMLLO,3.1,,7/23/2015,,JL/JD,9:08:00 AM,1.5,0.14,30,18.3,827,7.66,82.4,8.06,65,,,10,,10,75,,5,,0,1,50,1,,,,,,,,,14377579410057.jpg,14377579410058.jpg,1,0,1,1,0,0,1,0,0,0,1,0,flat worms,Good,Adequate,,Residential.,Sampled,0,0,,RIBS_Scr
03,GHIL,1.5,,8/16/2016,,Mosher onion heitz lojp,2:20:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Dry no sample,,Not Sampled,0,0,,RIBS_Int
03,JEDO,1.4,,8/16/2016,,Mosher heiztman lojp onion,12:41:00 PM,12,0.1,77,23.7,426.9,8.2,99,8,78,0.2,0,25,,,,,,,0,0,100,3,0,,,,,,,,14716173550007.jpg,14716173550008.jpg,1,0,1,1,0,0,1,0,1,1,1,1,Isopod,Good,Adequate,"Riffle altered into channel in several places, people have moved rubble and rock to funnel water, Didn't fish when realized we forgot shocking wand!",Residential,Sampled,0,1,,RIBS_Scr
03,SLTR,1.5,,8/16/2016,,Mosher onion heitz lojp,3:20:00 PM,3,0.1,25,23.4,340,7,83,7.6,89,0.1,0,25,,,,,,,0,1,100,3,10,,,,,,,,14716173550023.jpg,14716173550024.jpg,0,0,0,0,0,1,0,0,0,1,0,0,"Platy, hiru, isopod",,Adequate,"Gross with a capital G, peepee kaka stream. Strong oder, tons of leeches and flatworms Not fished due to thunderstorm & heavy rain, also no tissue available for collection",Commercial,Sampled,0,1,,RIBS_Scr
03,SNDY,3.4,,8/16/2016,,Mosher heitz lojp onion,4:25:00 PM,25,0.2,100,25.9,412,9.1,114,8.6,20,0.2,0,15,,,,,,,0,0,50,1,10,,,,,,,,14716173550025.jpg,14716173550026.jpg,1,0,1,1,0,0,0,0,1,1,1,0,"Hiru, other dipteran",Good,Adequate,Ripping due to recent downpour. Lots of snails,Agriculture,Sampled,1,1,,RIBS_Scr
03,BARA,11.5,,8/17/2016,,JL EM DH AO,5:41:00 PM,5,0.1,67,19.6,120,8.7,98,7.53,99,0.1,0,25,,,,,,,0,0,100,2,0,,,,,,,,14716173550001.jpg,14716173550002.jpg,1,1,1,1,1,1,0,0,1,0,0,0,,,Adequate,"Nice site, state land",Forest,Sampled,1,1,,RIBS_Scr
03,BEEK,4.5,,8/17/2016,,Lojp heitzman mosher onion,10:31:00 AM,4,0.5,0,22.5,615,1.9,23,7.6,68,0.3,0,,,,,,,,1,1,100,2,50,2,2,2,2,Soft,Silt,Turbidity,14716173550003.jpg,14716173550004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Low flow,"Swampy, may be impounded downstream of road Done for Permits section info",Agriculture,Sampled,0,0,,RIBS_Scr
03,MAD,2.5,,8/17/2016,,Mosher heitzman onion lojpersberger,4:28:00 PM,25,0.2,170,22.4,76.6,8.4,100,7.8,22,0,0,15,,,,,,,0,0,50,1,0,,,,,,,,14716173550009.jpg,14716173550010.jpg,1,1,1,1,1,0,0,0,1,0,0,1,,,Adequate,"Beautiful site, huge and abundant riffles, several waterfalls",Forest,Sampled,1,1,,RIBS_Scr
03,ORWL,3.1,,8/17/2016,,Mosher onion lojpersberger heitzman,2:11:00 PM,6,0.1,56,19.5,105,8.6,96,7.3,52,0.1,0,20,,,,,,,0,1,100,2,0,,,,,,,,14716173550011.jpg,14716173550012.jpg,1,1,1,1,1,0,0,0,0,0,0,0,,Very good,Adequate,"Downstream of pasture, very riffley also was nearly dry 1 week ago, fisheries guy showed up and told us. Pteranarcys",Agriculture,Sampled,1,1,,RIBS_Scr
03,SALM,3.9,,8/17/2016,,Mosher lojpersberger onion heitzman,12:40:00 PM,50,0.3,250,23.7,115.3,8.6,102,8,47,0.1,0,40,,,,,,,0,0,50,2,0,,,,,,,,14716173550013.jpg,14716173550014.jpg,1,1,1,1,0,0,0,0,1,0,0,1,,Very good,Adequate,Water too high & fast to get downstream of island Took sample below outfall off right bank,Industrial,Sampled,1,1,,RIBS_Scr
03,SDUS,2.5,,8/17/2016,,Mosher onion heitzman lojpersberger,8:49:00 AM,8,0.1,44,19.9,598,8.3,92,8.3,96,0.3,0,15,,,,,,,0,0,50,1,0,,,,,,,,14716173550019.jpg,14716173550020.jpg,1,1,1,1,0,1,1,0,1,1,0,0,,Very good,Adequate,"Water is low, rain event last night, several inlet waterfalls",Forest,Sampled,1,1,,RIBS_Scr
03,SAND,29.3,,8/18/2016,,EM JL DH AO,8:31:00 AM,4,0.1,100,18.8,112.3,8.6,96,7.49,89,0.1,0,15,,,,,,,0,0,20,1,0,,,,,,,,14716173550015.jpg,14716173550016.jpg,1,1,1,0,0,0,1,0,1,0,0,0,Tipulids,Very good,Adequate,"Nice site, rusty car bumper, little diatoms Stream was probably very dry recently, only bugs found in deeper pockets. Lots of perlidae",Forest,Sampled,1,1,,RIBS_Scr
03,SAND,8.4,,8/18/2016,,EM AO DH JL,9:55:00 AM,35,0.1,120,22.3,298,10.2,119,8.59,2,0.14,0,0,,,,,,,0,1,50,3,10,,,,,,,,14716173550017.jpg,14716173550018.jpg,1,0,1,1,1,1,1,0,1,1,1,1,"Hirudinia, other diptera",Good,Adequate,"Mostly bedrock, very shallow, like one big riffle",Forest,Sampled,1,1,,RIBS_Scr
03,SKIN_T5,0.2,,8/18/2016,,EM AO DH JL,11:04:00 AM,2,0.1,66,21.2,177.2,7.6,90,7.69,98,0.08,0,25,,,,,,,0,0,50,1,0,,,,,,,,14716173550021.jpg,14716173550022.jpg,0,1,1,1,0,0,1,0,1,0,1,1,"Other diptera, tipulid",,Adequate,"Very low, most likely was several stagnant pools and recent rain connected them slightly, no tissue",Agriculture,Sampled,0,1,,RIBS_Scr
03,SLTR,1.5,,7/22/2015,,JL/JD,1:51:00 PM,1,0.1,30,17.8,2044,7.76,74.6,7.8,45,,,30,,70,20,,,,0,1,75,1,40,,,,,,,,14377579410051.jpg,14377579410052.jpg,0,0,0,0,0,0,1,0,0,1,1,1,,Poor,Other,,Residential.,Sampled,0,1,,RIBS_Scr
04,CRAW,0.4,,7/28/2015,,"Lojper, Heitz, Lawrence",5:17:00 PM,6,0.1,33,26,325,8.7,107,8.1,41,,,25,5,30,60,5,,,0,1,100,2,0,,,,,,,,14383505160025.jpg,14383505160026.jpg,1,1,1,1,0,0,1,0,1,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RIBS_Scr
04,EKOY,2.2,,7/28/2015,,"Lojper, Heitz, Lawrence",6:40:00 PM,15,0.2,80,22.7,501,9.5,110,8.3,29,,,25,15,40,40,5,,,0,1,100,0,0,,,,,,,,14383505160019.jpg,14383505160020.jpg,1,1,1,1,1,0,1,0,1,0,0,0,"Tipulids, atherix",Very good,Adequate,Nice stream Would have been a good fishing stream except for the time!,"Recreational, Residential",Sampled,0,0,,RIBS_Int
04,PLBO,3.3,,7/28/2015,,"Lojper, Heitz, Lawrence",4:00:00 PM,1,0.1,25,23,211,9.2,107,7.8,59,,,10,10,20,60,10,,,0,1,100,1,0,,,,,,,,14383505160003.jpg,14383505160004.jpg,1,0,1,1,0,0,1,0,0,0,0,0,,Good,Low flow,Bedrock,"Residential, Residential",Sampled,1,1,,RIBS_Int
04,UGNS,132.0,,7/28/2015,,"Lojper, Heitz, Lawrence",1:01:00 PM,10,0.3,120,24.6,249,10.3,123,8.1,13,,,15,,45,50,5,,,0,1,60,0,0,,,,,,,,14383505160021.jpg,14383505160022.jpg,1,1,1,1,0,0,1,1,0,0,0,1,,Very good,Adequate,Tough site for fish,"Recreation , Residential",Sampled,1,1,,RIBS_Int
04,BIDW,1.5,,7/29/2015,,"Lojper, Heitz, Novak, Lawrence",10:30:00 AM,6,0.1,45,20.4,921,9.2,102,8.1,96,,,20,,10,85,5,,,0,1,90,0,10,,,,,,,,14383505160005.jpg,14383505160006.jpg,1,0,1,1,0,0,1,0,1,0,0,0,Tipulids,Good,Adequate,Fish done,"Residential , agricultural",Sampled,1,1,,RAS
04,LIMK,1.3,,7/29/2015,,"Lopersberger , HEITZ, Novak,Lawrence",4:35:00 PM,3,0.1,80,19.4,362,9.5,104,8.1,88,,,30,,,,,,,0,0,100,2,0,,,,,,,,14383505160015.jpg,14383505160016.jpg,1,1,1,0,1,0,1,1,0,0,0,0,,Very good,Adequate,,Residential,Sampled,1,1,,RAS
04,OATK,1.5,,7/29/2015,,"Lojpers, Heitz, Novak, Lawrence",12:50:00 PM,15,0.3,105,19.4,1130,12.1,131,8.1,37,,,25,5,10,70,10,5,,0,1,100,2,0,,,,,,,,14383505160011.jpg,14383505160012.jpg,1,1,1,1,0,0,1,1,1,1,0,1,Tipulids,Very good,Adequate,,Recreational,Sampled,1,1,,RIBS_Int
04,OATK,46.2,,7/29/2015,,"Lojpers, Heitz, Novak, Lawrence",9:15:00 AM,12,0.3,33,22.2,574,6.2,71,7.7,48,,,,,,,,,,0,0,,,,2,2,2,2,Soft,Silt,Turn,14383508040001.jpg,14383508040002.jpg,,,,,,,,,,,,,,,,Moved site from original because of highly posted area Moved less than 1 mile downstream  Took sample for Chl A,Agricultural,Sampled,,,,RIBS_Int
04,RAGA,9.3,,7/29/2015,,Lopersberger Heitzman Novak Lawrence,5:50:00 PM,12,0.3,72,23.1,532,8.8,103,8,26,,,10,5,20,70,5,,,0,1,100,3,0,,,,,,,,14383505160017.jpg,14383505160018.jpg,1,1,1,1,0,1,1,0,1,1,0,0,,Very good,Other,Habitat- Gravel/ boulders,Agricultural,Sampled,1,1,,RIBS_Int
04,RICM_T9,0.4,,7/29/2015,,"Lojper, Heitz, Novak, Lawrence",2:50:00 PM,5,0.1,90,19.6,265,9.7,106,8.19,33,,,25,15,35,45,5,,,0,1,100,2,0,,,,,,,,14383505160001.jpg,14383505160002.jpg,1,1,1,0,0,1,1,1,0,0,0,0,,Very good,Adequate,"Briggs Gully Jason Hanselman, Finger Lakes Institute samples this stream-possible wild population of Brookies & Browns We could find no tissue iPad stopped working, said it needed to cool down- me too!","Residential , recreational",Sampled,1,1,,RIBS_Int
04,BSPR,0.6,,7/30/2015,,"Lopersberger , Heitz, Novak, Lawrence",9:23:00 AM,10,0.2,77,11.3,995,10.6,98,7.5,96,,,5,5,25,45,25,,,0,0,40,0,40,,,,,,,,14383505160013.jpg,14383505160014.jpg,1,0,1,0,0,0,0,0,1,1,0,1,,Poor,Adequate,When kicking you disturb sand & mollusk shells,Residential,Sampled,1,1,,RIBS_Int
04,HONY,11.8,,7/30/2015,,"Lopersberger, Heitzman, Novak, Lawrence",1:11:00 PM,20,0.3,67,24.6,605,10.3,124,8.3,6,,,30,,40,60,,,,0,1,80,0,0,,,,,,,,14383505160007.jpg,14383505160008.jpg,1,1,1,1,1,1,1,0,0,0,1,1,,Very good,Adequate,,"Residential , agricultural",Sampled,1,1,,RIBS_Int
04,SPRG,3.7,,7/30/2015,,Lopersberger Heitzman Novak Lawrence,10:55:00 AM,6,0.2,72,22.5,745,8.3,96,8.1,96,,,20,5,55,40,,,,0,1,100,0,0,,,,,,,,14383505160023.jpg,14383505160024.jpg,1,0,1,1,0,0,1,0,1,0,1,0,Leeches,Good,Adequate,Fished this site,Agricultural Residential,Sampled,1,1,,RIBS_Int
04,CRIS,0.2,,9/15/2016,,"Rickard, novak",2:12:00 PM,4,0.05,30,15.5,1303,9.1,92,8.06,80,0.66,0,,,30,40,10,20,,0,0,40,1,0,,,,,,,,14740368460001.jpg,14740368460002.jpg,1,0,1,0,1,1,0,1,0,1,0,1,,Good,Adequate,,Agriculture,Sampled,0,0,,RIBS_Int
04,CRIS,3.7,,9/15/2016,,"Rickard, novak",2:11:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,14740368460003.jpg,14740368460004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Small Standing pools only, no flow even enough for jar grab",,Not sampled,0,0,,RIBS_Int
07,FLLB,0.3,,7/22/2015,,Duffy Mosher,,15,0.3,70,20.5,70,9.8,108,7.8,,,,30,10,50,30,10,0,0,,,,,,,,,,,,,14375801070009.jpg,14375801070010.jpg,1,1,1,1,1,0,0,0,0,0,0,0,0,Very good,Adequate,lots of knotweed,,Sampled,0,0,,RIBS_Int
07,CCAN,67.1,,6/1/2016,,"Lope, Heitz",10:56:00 AM,60,5.7,,22.6,801,7.3,85,7.4,5,,0.7,,,,,,,,1,0,,,0,,,,,,,,14658445540001.jpg,14658445540002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Multiplate deployment,Forest,Sampled,0,0,,RIBS_Scr
07,CCAN,80.1,,6/1/2016,,"Lope, Heitz",12:41:00 PM,45,2,10,23,794,6.4,75.5,7.3,5,,0.5,,,,,,,,1,0,,,0,,,,,,,,14658445540003.jpg,14658445540004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Agriculture,Sampled,0,0,,RIBS_Scr
07,CCAN,99.8,,6/1/2016,,"Lope, Heitz",2:17:00 PM,60,2,,24.9,854,9.5,115.3,7.8,5,,1,,,,,,,,1,0,,,0,,,,,,,,14658445540005.jpg,14658445540006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,LRNC,84.7,,6/1/2016,,"Lope, Heitz",3:44:00 PM,25,3.5,20,20.3,673,11.8,131.2,7.9,10,,0,,,,,,,,1,0,,,,,,,,,,,14658445540007.jpg,14658445540008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,81.0,,6/1/2016,,"Lope, Heitz",4:37:00 PM,40,2,40,20.6,646,11.8,132.5,7.9,5,,1.2,,,,,,,,1,1,,,,,,,,,,,14658445540013.jpg,14658445540014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Commercial,Sampled,0,0,,RIBS_Scr
07,SEOS,35.9,,6/2/2016,,"Lope, Heitz",12:53:00 PM,60,12.3,20,22.4,968,6.8,76.3,7.6,,,3.3,,,,,,,,0,0,,,,,,,,,,,14658445540009.jpg,14658445540010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,51.7,,6/2/2016,,"Lope, Heitz",8:10:00 AM,25,2,20,22.7,874,5.7,67,7.8,40,,1,,,,,,,,1,1,,,10,,,,,,,,14658445540011.jpg,14658445540012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Threw block out with chest waders,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,9.3,,6/2/2016,,"Lope, Heitz",11:12:00 AM,35,5.3,5,23.5,361,9.3,112.1,7.9,5,,1.7,,,,,,,,0,0,,,,,,,,Hard,,,14658445540015.jpg,14658445540016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,CCAN,67.1,,7/6/2016,,AC DH JL,10:56:00 AM,50,0.5,,26,896,10.05,123.8,8.04,,,0.4,,,,,,,,0,0,,,,,,,,,,,14682457840001.jpg,14682457840002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Highly vegetated: milfoil, algae",Forest,Sampled,0,0,,RIBS_Scr
07,CCAN,80.1,,7/6/2016,,AC DH JL,12:30:00 PM,50,1.4,,25.5,755,13.12,159.4,7.69,,,0.3,,,,,,,,0,0,,,,,,,,,,,14682457840003.jpg,14682457840004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Agriculture,Sampled,0,0,,RIBS_Scr
