row_index,instance_id,EVENT_SMAS_ID,MFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,MFDH_EVENT_SMAS_SAMPLE_DATE,MFDH_BIOSAMPLE_COLLECT_METHOD,MFDH_BIOSAMP_COL_METHOD_NOTE,MFDH_EPHEMEROPTERA,MFDH_PLECOPTERA,MFDH_TRICHOPTERA,MFDH_COLEOPTERA,MFDH_MEGALOPTERA,MFDH_ODONATA,MFDH_CHIRONOMIDAE,MFDH_SIMULIIDAE,MFDH_DECAPODS,MFDH_GAMMARIDAE,MFDH_MOLLUSCA,MFDH_OLIGOCHAETA,MFDH_TIPULIDAE,MFDH_OTHERS,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT
7978,09-REGI-2.7_20160915_7978,09-REGI-2.7_20160915,09-REGI-2.7,09,REGI,2.7,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7979,09-REGI-2.8_20160915_7979,09-REGI-2.8_20160915,09-REGI-2.8,09,REGI,2.8,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7980,09-REGI-3.1_20160915_7980,09-REGI-3.1_20160915,09-REGI-3.1,09,REGI,3.1,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7981,09-REGI-3.3_20160915_7981,09-REGI-3.3_20160915,09-REGI-3.3,09,REGI,3.3,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7982,09-REGI-4.0_20160915_7982,09-REGI-4.0_20160915,09-REGI-4.0,09,REGI,4.0,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7983,09-REGI-7.8_20160915_7983,09-REGI-7.8_20160915,09-REGI-7.8,09,REGI,7.8,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
7984,07-SEOS-22.4_20160915_7984,07-SEOS-22.4_20160915,07-SEOS-22.4,07,SEOS,22.4,09/15/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,3 retrieved
7985,12-BALU-0.1_20160920_7985,12-BALU-0.1_20160920,12-BALU-0.1,12,BALU,0.1,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,T,F,T,F,F,T,F,T,"Isopods, hirudiniae",Very_poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Nasty, huge chironomous, large catfish alive on bank, seemingly jumped out because its so shitty, rescued and put downstream by mohawk, if its smart it will not go back up ballou"
7986,12-LASH-0.1_20160920_7986,12-LASH-0.1_20160920,12-LASH-0.1,12,LASH,0.1,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,F,F,T,T,F,F,T,T,Tipulidae,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Water is pretty low, big stoneflies, surprising"
7987,12-MOHK-124.0_20160920_7987,12-MOHK-124.0_20160920,12-MOHK-124.0,12,MOHK,124.0,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,F,F,T,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Turbid, high, slight grey tinge"
7988,12-MOHK-136.0_20160920_7988,12-MOHK-136.0_20160920,12-MOHK-136.0,12,MOHK,136.0,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,T,F,T,F,F,F,T,T,Tipulidae,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,water high and fast
7989,12-NAIL-0.1_20160920_7989,12-NAIL-0.1_20160920,12-NAIL-0.1,12,NAIL,0.1,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,F,F,T,F,T,T,F,F,F,T,F,T,Hirudinia,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Nasty, high conductance"
7990,12-NMIL-0.5_20160920_7990,12-NMIL-0.5_20160920,12-NMIL-0.5,12,NMIL,0.5,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,F,F,F,T,T,F,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Cows have access downstream, gravel and bedrock, good bugs"
7991,12-ORSK-0.9_20160920_7991,12-ORSK-0.9_20160920,12-ORSK-0.9,12,ORSK,0.9,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,T,F,T,F,F,F,F,T,Other diptera,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Lots of stoneflies surprisingly, thick periphyton"
7992,12-REAL-0.1_20160920_7992,12-REAL-0.1_20160920,12-REAL-0.1,12,REAL,0.1,09/20/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,T,T,T,T,F,F,T,F,F,F,,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
7993,12-CAJO-5.1_20160921_7993,12-CAJO-5.1_20160921,12-CAJO-5.1,12,CAJO,5.1,09/21/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,F,F,T,F,T,F,F,F,F,T,"Other dipteran, ascelidae",Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"A lot of sedimentation, full of rusty crayfish"
7994,12-CARO-0.3_20160921_7994,12-CARO-0.3_20160921,12-CARO-0.3,12,CARO,0.3,09/21/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Fishing site, bedrock below bridge, all cobble above"
7995,12-MOHK-98.9_20160921_7995,12-MOHK-98.9_20160921,12-MOHK-98.9,12,MOHK,98.9,09/21/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,F,F,T,F,F,T,T,F,T,T,Tipulidae,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Smells like sewage
7996,12-SAUQ-1.7_20160921_7996,12-SAUQ-1.7_20160921,12-SAUQ-1.7,12,SAUQ,1.7,09/21/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,F,F,F,F,T,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
7997,12-ALPL-16.1_20160922_7997,12-ALPL-16.1_20160922,12-ALPL-16.1,12,ALPL,16.1,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Not bad,"
7998,12-CANE-0.5_20160922_7998,12-CANE-0.5_20160922,12-CANE-0.5,12,CANE,0.5,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,F,F,T,F,T,F,F,F,T,T,Tipulidae,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Beautiful riffle, nice site. However, surprising there were no stoneflies observed in the pan. Algal growth on substrates is not overly abundant."
7999,12-CANW-4.0_20160922_7999,12-CANW-4.0_20160922,12-CANW-4.0,12,CANW,4.0,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Nice large riffle, good pool upstream, inverts look good although substrates covered in thick algal mat."
8000,12-CAYA-4.7_20160922_8000,12-CAYA-4.7_20160922,12-CAYA-4.7,12,CAYA,4.7,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,T,F,T,T,F,T,F,T,Flatworms,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Tons of flatworms , surprising bugs"
8001,12-FULM-0.4_20160922_8001,12-FULM-0.4_20160922,12-FULM-0.4,12,FULM,0.4,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,T,T,F,F,F,F,T,T,Tipulidae,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Channelization and streambed work post Hurricane Irene still evident here although starting to recover.
8002,12-POEN-2.0_20160922_8002,12-POEN-2.0_20160922,12-POEN-2.0,12,POEN,2.0,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,T,F,T,F,F,F,F,T,Sowbugs,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8003,12-SCHO-1.5_20160922_8003,12-SCHO-1.5_20160922,12-SCHO-1.5,12,SCHO,1.5,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,T,T,T,F,T,F,F,F,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8004,12-SCHO-56.3_20160922_8004,12-SCHO-56.3_20160922,12-SCHO-56.3,12,SCHO,56.3,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Leeches,Very_poor,Low_flow,-9999,-9999,-9999,-9999,NA,NA,NA,
8005,12-STLE-0.2_20160922_8005,12-STLE-0.2_20160922,12-STLE-0.2,12,STLE,0.2,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,T,T,F,F,F,T,F,F,T,F,F,F,T,Molluscs,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8006,12-STLE-5.4_20160922_8006,12-STLE-5.4_20160922,12-STLE-5.4,12,STLE,5.4,09/22/2016,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,T,F,T,F,F,T,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8007,08-BLCK-30.0_20170606_8007,08-BLCK-30.0_20170606,08-BLCK-30.0,08,BLCK,30.0,06/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,"Still raining Water high, weather damp & cold"
8008,08-BLCK-47.6_20170606_8008,08-BLCK-47.6_20170606,08-BLCK-47.6,08,BLCK,47.6,06/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Placed samples from bank off dirt road. River very high.
8009,08-BLCK-69.6_20170606_8009,08-BLCK-69.6_20170606,08-BLCK-69.6,08,BLCK,69.6,06/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
8010,08-BLCK-76.5_20170606_8010,08-BLCK-76.5_20170606,08-BLCK-76.5,08,BLCK,76.5,06/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
8011,08-BEEV-0.8_20170607_8011,08-BEEV-0.8_20170607,08-BEEV-0.8,08,BEEV,0.8,06/07/2017,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Water too high Will revisit tomorrow  Afraid of hitting snags we can't see River even higher the next day. Will deploy in July
8012,08-BLCK-1.2_20170607_8012,08-BLCK-1.2_20170607,08-BLCK-1.2,08,BLCK,1.2,06/07/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Still very high flow
8013,13-LHUD-89.3_20170614_8013,13-LHUD-89.3_20170614,13-LHUD-89.3,13,LHUD,89.3,06/14/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,"Quite a choppy day at Saugerties, but when is it ever calm here. Buoy 91- Used double wire & 2 bricks because of strong current"
8014,13-LHUD-104.6_20170614_8014,13-LHUD-104.6_20170614,13-LHUD-104.6,13,LHUD,104.6,06/14/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,"Buoy 135 Main road to boat launch closed, need to drive past train station."
8015,13-LHUD-119.6_20170614_8015,13-LHUD-119.6_20170614,13-LHUD-119.6,13,LHUD,119.6,06/14/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Buoy 205 Nice & calm here
8016,13-LHUD-133.4_20170614_8016,13-LHUD-133.4_20170614,13-LHUD-133.4,13,LHUD,133.4,06/14/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,"Placed plates on floats as the sturgeon counter is still attached to the green can buoy #229. 70m below buoy, at end of small island."
8017,13-ESOP-16.1_20170705_8017,13-ESOP-16.1_20170705,13-ESOP-16.1,13,ESOP,16.1,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,T,F,T,T,F,F,F,F,F,F,,NA,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Conductivity seems low, will recalibrate after and edit cond if diff. Slightly turbid. Family of mergansers"
8018,13-ESOP-21.7_20170705_8018,13-ESOP-21.7_20170705,13-ESOP-21.7,13,ESOP,21.7,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,T,T,F,F,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Didymo present
8019,13-KLEI-0.1_20170705_8019,13-KLEI-0.1_20170705,13-KLEI-0.1,13,KLEI,0.1,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,F,F,F,F,F,F,T,T,F,F,F,T,"Hemiptera, sowbugs",Poor,Gravel,-9999,-9999,-9999,-9999,NA,NA,NA,"Small riffle area, not quite a low gradient site. Lots of mud from recent high water"
8020,13-ROND-9.9_20170705_8020,13-ROND-9.9_20170705,13-ROND-9.9,13,ROND,9.9,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,T,T,T,F,F,T,F,F,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Interesting blueish anemone like algae
8021,13-ROND_T6-1.9_20170705_8021,13-ROND_T6-1.9_20170705,13-ROND_T6-1.9,13,ROND_T6,1.9,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,F,F,T,T,T,F,F,F,F,T,Sowbugs,Good,Impoundment,-9999,-9999,-9999,-9999,NA,NA,NA,"Ponded above road and large drop from downstream culvert, small dams for duck ponds below. Gravel trail through stream acts as dam also"
8022,13-WALK-13.3_20170705_8022,13-WALK-13.3_20170705,13-WALK-13.3,13,WALK,13.3,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,F,T,T,T,F,T,T,F,F,T,Leeches,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Robbie & John of Wallkill Valley Farm gave permission to access river down the posted dirt road for any sampling this summer, Edit mileage from bridge in office"
8023,13-WALK-15.0_20170705_8023,13-WALK-15.0_20170705,13-WALK-15.0,13,WALK,15.0,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,T,T,T,T,T,T,F,F,T,Leeches,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Bring extra set of water chemistry bottles
8024,13-WALK_T13-1.3_20170705_8024,13-WALK_T13-1.3_20170705,13-WALK_T13-1.3,13,WALK_T13,1.3,07/05/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,T,T,F,F,T,F,T,T,F,F,T,T,Tipulidae,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Need microtox labels  No sieve bucket if low gradient found
8025,13-BLAG-3.4_20170706_8025,13-BLAG-3.4_20170706,13-BLAG-3.4,13,BLAG,3.4,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,F,T,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Low biomass, but good bugs Very low conductivity"
8026,13-KIND-39.4_20170706_8026,13-KIND-39.4_20170706,13-KIND-39.4,13,KIND,39.4,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,F,F,F,F,F,T,T,Tipulidae,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8027,13-KIND-42.8_20170706_8027,13-KIND-42.8_20170706,13-KIND-42.8,13,KIND,42.8,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,F,F,T,F,F,F,F,F,T,T,Tipulidae,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8028,13-KROM-1.1_20170706_8028,13-KROM-1.1_20170706,13-KROM-1.1,13,KROM,1.1,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,F,F,T,F,F,T,F,F,F,T,Sowbugs,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Stream goes underground at bridge
8029,13-MILL-6.7_20170706_8029,13-MILL-6.7_20170706,13-MILL-6.7,13,MILL,6.7,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,F,F,T,F,F,F,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,A lot of riffle beetles
8030,13-PETK-6.1_20170706_8030,13-PETK-6.1_20170706,13-PETK-6.1,13,PETK,6.1,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,"Very nice site, evid nce of wetland influence, black rocks amd macroalgae"
8031,13-POST-0.8_20170706_8031,13-POST-0.8_20170706,13-POST-0.8,13,POST,0.8,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,T,F,T,T,F,F,F,F,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8032,13-POST-18.4_20170706_8032,13-POST-18.4_20170706,13-POST-18.4,13,POST,18.4,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,F,T,F,F,F,F,F,T,T,Tipulidae,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8033,13-WYNT-0.7_20170706_8033,13-WYNT-0.7_20170706,13-WYNT-0.7,13,WYNT,0.7,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,F,F,T,F,F,F,F,F,F,F,,Good,Other,-9999,-9999,-9999,-9999,NA,NA,NA,Site is right below a waterfall & is dangerous to get across river & climb down to riffle area. This site should be moved upstream
8034,13-XFBK-0.1_20170706_8034,13-XFBK-0.1_20170706,13-XFBK-0.1,13,XFBK,0.1,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,T,F,T,F,F,F,F,F,F,F,T,T,"Tipulidae, sowbugs",Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Not as much impoundment because culvert was washed out and replaced with box culvert
8035,13-XFBK-1.2_20170706_8035,13-XFBK-1.2_20170706,13-XFBK-1.2,13,XFBK,1.2,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Bedrock. Lots of algae
8036,13-XSDK-4.2_20170706_8036,13-XSDK-4.2_20170706,13-XSDK-4.2,13,XSDK,4.2,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Went below the road because previous   Sample was taken there and upsteam is 100 % moss covered
8037,13-XSTK-4.8_20170706_8037,13-XSTK-4.8_20170706,13-XSTK-4.8,13,XSTK,4.8,07/06/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,F,F,F,T,F,F,F,F,F,F,F,,NA,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Lots of large boulders
8038,08-BEEV-0.8_20170711_8038,08-BEEV-0.8_20170711,08-BEEV-0.8,08,BEEV,0.8,07/11/2017,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Set off upstream side of bridge
8039,08-BLCK-1.2_20170711_8039,08-BLCK-1.2_20170711,08-BLCK-1.2,08,BLCK,1.2,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Still very high flow
8040,08-BLCK-30.0_20170711_8040,08-BLCK-30.0_20170711,08-BLCK-30.0,08,BLCK,30.0,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,"Still raining Water high, weather damp & cold"
8041,08-BLCK-47.6_20170711_8041,08-BLCK-47.6_20170711,08-BLCK-47.6,08,BLCK,47.6,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,Plates very shallow
8042,08-BLCK-69.6_20170711_8042,08-BLCK-69.6_20170711,08-BLCK-69.6,08,BLCK,69.6,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,Pteronarcys and giant flat dragonfly nymph
8043,08-BLCK-76.5_20170711_8043,08-BLCK-76.5_20170711,08-BLCK-76.5,08,BLCK,76.5,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
8044,13-BLKK-1.1_20170711_8044,13-BLKK-1.1_20170711,13-BLKK-1.1,13,BLKK,1.1,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,Low_flow,0,-9999,2,2,Hard,Gravel,Turbidity,
8045,13-DOWE-1.9_20170711_8045,13-DOWE-1.9_20170711,13-DOWE-1.9,13,DOWE,1.9,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,F,F,F,F,T,T,F,F,T,F,F,T,"Sowbugs, hirudinae",Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8046,13-KRUM-2.5_20170711_8046,13-KRUM-2.5_20170711,13-KRUM-2.5,13,KRUM,2.5,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,F,F,T,T,F,F,T,F,F,F,T,Sowbugs,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8047,13-NORM-3.7_20170711_8047,13-NORM-3.7_20170711,13-NORM-3.7,13,NORM,3.7,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,F,T,T,F,F,T,F,T,T,F,F,T,T,"Tipulidae, hirudinae",Good,Bedrock,-9999,-9999,-9999,-9999,NA,NA,NA,
8048,13-NORM-21.4_20170711_8048,13-NORM-21.4_20170711,13-NORM-21.4,13,NORM,21.4,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,T,T,F,F,T,T,T,T,F,T,F,T,Sowbugs,Good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8049,13-NORM-25.7_20170711_8049,13-NORM-25.7_20170711,13-NORM-25.7,13,NORM,25.7,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,T,T,T,T,F,T,T,F,T,F,F,T,F,F,,Very_good,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
8050,13-PATS-0.5_20170711_8050,13-PATS-0.5_20170711,13-PATS-0.5,13,PATS,0.5,07/11/2017,Other:Various_(Historical),Originally listed as 'Sampled' only; refer to macro species for specific collection method,F,F,T,F,F,F,F,F,F,T,F,T,F,T,Asellidae,Poor,Adequate,-9999,-9999,-9999,-9999,NA,NA,NA,
