row_index,HFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,HFDH_EVENT_SMAS_SAMPLE_DATE,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,instance_id,EVENT_SMAS_ID
2420,10-LCHM_T117-1.0,10,LCHM_T117,1.0,07/19/2018,High,12,16,6,13,6,14,15,8,7,9,4,10,3,,10-LCHM_T117-1.0_20180719_2420,10-LCHM_T117-1.0_20180719
2421,10-LCHU-2.0,10,LCHU,2.0,07/19/2018,High,15,14,18,17,20,15,20,10,10,10,10,4,2,,10-LCHU-2.0_20180719_2421,10-LCHU-2.0_20180719
2422,10-LGEO_T62-0.2,10,LGEO_T62,0.2,07/19/2018,High,14,18,12,12,8,8,12,7,7,5,5,2,2,,10-LGEO_T62-0.2_20180719_2422,10-LGEO_T62-0.2_20180719
2423,10-LGLN-0.5,10,LGLN,0.5,07/19/2018,Low,12,12,10,8,10,15,13,4,7,9,5,9,5,,10-LGLN-0.5_20180719_2423,10-LGLN-0.5_20180719
2424,10-MILC-3.6,10,MILC,3.6,07/19/2018,High,12,10,15,14,15,18,20,3,2,2,3,10,10,,10-MILC-3.6_20180719_2424,10-MILC-3.6_20180719
2425,10-NBAY-6.5,10,NBAY,6.5,07/19/2018,High,20,15,20,12,8,18,20,10,7,10,7,10,10,,10-NBAY-6.5_20180719_2425,10-NBAY-6.5_20180719
2426,10-PUTM-4.5,10,PUTM,4.5,07/19/2018,High,15,18,20,20,6,18,20,7,5,9,6,5,3,,10-PUTM-4.5_20180719_2426,10-PUTM-4.5_20180719
2427,10-PUTM-13.2,10,PUTM,13.2,07/19/2018,High,15,10,13,7,-9999,19,17,7,9,5,9,6,9,,10-PUTM-13.2_20180719_2427,10-PUTM-13.2_20180719
2428,10-ROUT-1.3,10,ROUT,1.3,07/19/2018,Low,17,14,4,8,16,-9999,12,9,9,3,3,1,1,,10-ROUT-1.3_20180719_2428,10-ROUT-1.3_20180719
2429,10-SMIB-0.5,10,SMIB,0.5,07/19/2018,High,10,10,12,10,12,6,14,0,7,0,6,0,4,,10-SMIB-0.5_20180719_2429,10-SMIB-0.5_20180719
2430,10-WSBR-0.2,10,WSBR,0.2,07/19/2018,High,14,16,12,18,15,8,15,6,5,2,2,1,1,,10-WSBR-0.2_20180719_2430,10-WSBR-0.2_20180719
2431,13-WQUAS-9.8,13,WQUAS,9.8,07/24/2018,High,-9999,17,13,13,20,12,13,9,8,4,7,4,8,,13-WQUAS-9.8_20180724_2431,13-WQUAS-9.8_20180724
2432,13-WQUAS-13.2,13,WQUAS,13.2,07/24/2018,High,13,11,10,15,10,18,15,7,6,9,9,9,4,,13-WQUAS-13.2_20180724_2432,13-WQUAS-13.2_20180724
2433,07-BSWP-1.3,07,BSWP,1.3,07/31/2018,High,15,16,10,16,14,14,19,8,8,9,8,9,9,,07-BSWP-1.3_20180731_2433,07-BSWP-1.3_20180731
2434,07-CAYG-1.1,07,CAYG,1.1,07/31/2018,High,-9999,12,15,8,15,13,9,8,7,6,3,8,3,,07-CAYG-1.1_20180731_2434,07-CAYG-1.1_20180731
2435,07-GROU-1.5,07,GROU,1.5,07/31/2018,High,11,16,11,18,15,7,18,9,10,10,2,7,2,,07-GROU-1.5_20180731_2435,07-GROU-1.5_20180731
2436,07-SKAT_T2-0.1,07,SKAT_T2,0.1,07/31/2018,High,8,7,11,15,14,5,15,8,7,7,6,3,3,,07-SKAT_T2-0.1_20180731_2436,07-SKAT_T2-0.1_20180731
2437,07-SKAT_T89-0.2,07,SKAT_T89,0.2,07/31/2018,High,9,17,10,11,9,10,14,7,6,7,5,9,7,,07-SKAT_T89-0.2_20180731_2437,07-SKAT_T89-0.2_20180731
2438,07-AIND-1.6,07,AIND,1.6,08/01/2018,High,14,17,9,13,6,20,16,8,7,8,10,8,10,,07-AIND-1.6_20180801_2438,07-AIND-1.6_20180801
2439,07-KDIG-10.4,07,KDIG,10.4,08/01/2018,Low,13,12,5,17,8,18,7,10,10,8,3,3,2,,07-KDIG-10.4_20180801_2439,07-KDIG-10.4_20180801
2440,07-KEUK-0.3,07,KEUK,0.3,08/01/2018,High,13,14,10,11,9,11,12,9,8,9,9,9,8,,07-KEUK-0.3_20180801_2440,07-KEUK-0.3_20180801
2441,07-KEUK-1.5,07,KEUK,1.5,08/01/2018,High,12,15,16,15,13,17,14,7,8,6,9,9,10,,07-KEUK-1.5_20180801_2441,07-KEUK-1.5_20180801
2442,07-KEUK_T3-1.0,07,KEUK_T3,1.0,08/01/2018,Low,9,4,4,12,8,11,6,7,7,1,1,1,1,,07-KEUK_T3-1.0_20180801_2442,07-KEUK_T3-1.0_20180801
2443,07-KEUK_T6-1.0,07,KEUK_T6,1.0,08/01/2018,Low,10,12,17,13,6,18,15,7,5,2,2,1,1,,07-KEUK_T6-1.0_20180801_2443,07-KEUK_T6-1.0_20180801
2444,07-KNDA-1.4,07,KNDA,1.4,08/01/2018,High,12,17,9,18,3,19,16,9,7,8,6,8,6,,07-KNDA-1.4_20180801_2444,07-KNDA-1.4_20180801
2445,07-REED-0.1,07,REED,0.1,08/01/2018,Low,13,17,13,17,13,13,14,8,7,1,4,0,4,,07-REED-0.1_20180801_2445,07-REED-0.1_20180801
2446,07-REED-2.3,07,REED,2.3,08/01/2018,High,9,17,7,13,6,10,14,8,5,9,3,10,3,,07-REED-2.3_20180801_2446,07-REED-2.3_20180801
2447,07-JACB-1.9,07,JACB,1.9,08/02/2018,High,11,18,14,14,12,13,11,6,6,3,3,2,1,,07-JACB-1.9_20180802_2447,07-JACB-1.9_20180802
2448,07-KEUK-3.4,07,KEUK,3.4,08/02/2018,High,16,18,14,18,15,18,19,9,10,8,9,4,8,,07-KEUK-3.4_20180802_2448,07-KEUK-3.4_20180802
2449,07-KEUK-6.7,07,KEUK,6.7,08/02/2018,High,10,15,15,19,19,15,17,9,10,9,10,7,7,,07-KEUK-6.7_20180802_2449,07-KEUK-6.7_20180802
2450,06-ABEL-0.2,06,ABEL,0.2,08/07/2018,High,15,17,13,10,14,9,18,7,3,6,7,3,1,,06-ABEL-0.2_20180807_2450,06-ABEL-0.2_20180807
2451,06-BEVR-1.5,06,BEVR,1.5,08/07/2018,High,8,19,10,14,11,13,14,8,8,4,4,3,2,,06-BEVR-1.5_20180807_2451,06-BEVR-1.5_20180807
2452,06-CHAS-0.7,06,CHAS,0.7,08/07/2018,High,12,17,12,17,13,14,17,8,6,9,9,5,8,,06-CHAS-0.7_20180807_2452,06-CHAS-0.7_20180807
2453,06-DILA_W_T6-1.8,06,DILA_W_T6,1.8,08/07/2018,High,10,13,5,15,12,14,16,8,9,9,8,2,2,,06-DILA_W_T6-1.8_20180807_2453,06-DILA_W_T6-1.8_20180807
2454,06-DRYT-1.4,06,DRYT,1.4,08/07/2018,High,14,14,15,18,17,17,20,9,5,9,5,5,3,,06-DRYT-1.4_20180807_2454,06-DRYT-1.4_20180807
2455,06-FACT-3.2,06,FACT,3.2,08/07/2018,High,13,17,14,20,20,18,17,10,10,8,10,0,6,,06-FACT-3.2_20180807_2455,06-FACT-3.2_20180807
2456,06-HAIT-0.1,06,HAIT,0.1,08/07/2018,High,12,15,10,19,17,17,20,10,10,10,10,8,3,,06-HAIT-0.1_20180807_2456,06-HAIT-0.1_20180807
2457,06-HAWL-1.9,06,HAWL,1.9,08/07/2018,High,7,17,10,12,11,17,6,10,9,8,6,10,3,,06-HAWL-1.9_20180807_2457,06-HAWL-1.9_20180807
2458,06-HUNC-1.5,06,HUNC,1.5,08/07/2018,High,16,16,10,14,7,14,15,6,6,5,5,5,6,,06-HUNC-1.5_20180807_2458,06-HUNC-1.5_20180807
2459,06-NANG_W-0.3,06,NANG_W,0.3,08/07/2018,High,5,9,3,-9999,18,15,6,8,10,7,10,1,3,,06-NANG_W-0.3_20180807_2459,06-NANG_W-0.3_20180807
2460,06-NING_T4-1.2,06,NING_T4,1.2,08/07/2018,High,15,14,18,18,17,19,20,9,10,10,10,3,1,,06-NING_T4-1.2_20180807_2460,06-NING_T4-1.2_20180807
2461,06-NVUS_T28-3.5,06,NVUS_T28,3.5,08/07/2018,High,18,17,11,17,14,18,18,6,7,2,4,2,4,,06-NVUS_T28-3.5_20180807_2461,06-NVUS_T28-3.5_20180807
2462,06-NWIN-0.2,06,NWIN,0.2,08/07/2018,High,10,10,3,4,7,6,17,9,8,6,7,0,0,,06-NWIN-0.2_20180807_2462,06-NWIN-0.2_20180807
2463,06-OTGO_W-3.5,06,OTGO_W,3.5,08/07/2018,High,14,15,16,17,12,20,18,7,7,9,6,8,3,,06-OTGO_W-3.5_20180807_2463,06-OTGO_W-3.5_20180807
2464,06-PAYN-0.4,06,PAYN,0.4,08/07/2018,High,14,13,6,10,10,18,5,7,5,7,3,8,2,,06-PAYN-0.4_20180807_2464,06-PAYN-0.4_20180807
2465,06-PERK-1.2,06,PERK,1.2,08/07/2018,High,10,15,6,18,12,7,18,3,3,3,3,1,1,,06-PERK-1.2_20180807_2465,06-PERK-1.2_20180807
2466,06-PLEA-1.5,06,PLEA,1.5,08/07/2018,High,13,18,15,17,10,17,13,8,8,8,8,10,10,,06-PLEA-1.5_20180807_2466,06-PLEA-1.5_20180807
2467,06-PLES-4.7,06,PLES,4.7,08/07/2018,High,9,4,14,13,10,16,14,6,10,1,9,1,10,,06-PLES-4.7_20180807_2467,06-PLES-4.7_20180807
2468,06-SLEB-6.3,06,SLEB,6.3,08/07/2018,High,16,15,15,12,20,20,13,10,10,10,10,5,5,,06-SLEB-6.3_20180807_2468,06-SLEB-6.3_20180807
2469,06-TALE-0.6,06,TALE,0.6,08/07/2018,High,14,14,15,14,13,17,16,9,7,6,10,9,10,,06-TALE-0.6_20180807_2469,06-TALE-0.6_20180807
2470,06-USSQ-154.7,06,USSQ,154.7,08/07/2018,High,18,15,15,15,12,12,10,5,7,6,6,2,4,,06-USSQ-154.7_20180807_2470,06-USSQ-154.7_20180807
2471,06-WACT_E-4.3,06,WACT_E,4.3,08/07/2018,High,14,15,15,16,14,14,12,7,8,5,7,1,6,,06-WACT_E-4.3_20180807_2471,06-WACT_E-4.3_20180807
2472,06-WHAR-13.9,06,WHAR,13.9,08/07/2018,High,12,18,15,13,12,19,8,7,8,8,8,9,10,,06-WHAR-13.9_20180807_2472,06-WHAR-13.9_20180807
2473,06-CATA-1.7,06,CATA,1.7,08/08/2018,High,9,14,9,15,20,17,12,10,10,10,10,3,3,,06-CATA-1.7_20180808_2473,06-CATA-1.7_20180808
2474,06-CAYU-2.1,06,CAYU,2.1,08/08/2018,High,14,15,10,17,15,14,13,8,8,8,6,8,5,,06-CAYU-2.1_20180808_2474,06-CAYU-2.1_20180808
2475,06-CAYU-8.5,06,CAYU,8.5,08/08/2018,High,15,17,15,13,14,12,10,10,7,4,9,4,8,,06-CAYU-8.5_20180808_2475,06-CAYU-8.5_20180808
2476,06-CORL-0.3,06,CORL,0.3,08/08/2018,High,12,15,9,13,20,9,11,7,6,6,7,5,4,,06-CORL-0.3_20180808_2476,06-CORL-0.3_20180808
2477,06-ELLS-1.0,06,ELLS,1.0,08/08/2018,High,5,17,13,16,11,11,16,5,3,7,5,5,3,,06-ELLS-1.0_20180808_2477,06-ELLS-1.0_20180808
2478,06-FIVS-2.2,06,FIVS,2.2,08/08/2018,High,14,13,12,13,15,17,12,8,8,8,9,10,10,,06-FIVS-2.2_20180808_2478,06-FIVS-2.2_20180808
2479,06-GEEB-2.2,06,GEEB,2.2,08/08/2018,High,11,15,13,8,10,12,14,4,6,6,6,2,4,,06-GEEB-2.2_20180808_2479,06-GEEB-2.2_20180808
2480,06-GENE-11.2,06,GENE,11.2,08/08/2018,High,19,14,20,16,17,14,15,9,9,7,9,3,7,,06-GENE-11.2_20180808_2480,06-GENE-11.2_20180808
2481,06-GENE-23.0,06,GENE,23.0,08/08/2018,High,10,15,8,14,14,10,12,5,5,7,7,6,4,,06-GENE-23.0_20180808_2481,06-GENE-23.0_20180808
2482,06-JAKC-0.4,06,JAKC,0.4,08/08/2018,High,11,17,12,12,11,13,14,9,9,5,8,3,9,,06-JAKC-0.4_20180808_2482,06-JAKC-0.4_20180808
2483,06-MDUF-2.7,06,MDUF,2.7,08/08/2018,High,20,19,10,18,14,20,20,8,5,10,9,10,9,,06-MDUF-2.7_20180808_2483,06-MDUF-2.7_20180808
2484,06-MICI-3.7,06,MICI,3.7,08/08/2018,High,10,18,10,12,6,14,14,7,5,9,2,10,2,,06-MICI-3.7_20180808_2484,06-MICI-3.7_20180808
2485,06-MUDO-1.3,06,MUDO,1.3,08/08/2018,High,16,15,16,11,15,18,14,6,6,9,9,8,10,,06-MUDO-1.3_20180808_2485,06-MUDO-1.3_20180808
2486,06-NANG_T26-1.3,06,NANG_T26,1.3,08/08/2018,High,8,17,5,15,17,9,15,7,7,4,4,1,1,,06-NANG_T26-1.3_20180808_2486,06-NANG_T26-1.3_20180808
2487,06-OTTC-0.2,06,OTTC,0.2,08/08/2018,High,11,-9999,6,15,11,6,16,10,7,2,1,1,1,,06-OTTC-0.2_20180808_2487,06-OTTC-0.2_20180808
2488,06-OWGO_W_T2-0.1,06,OWGO_W_T2,0.1,08/08/2018,High,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,06-OWGO_W_T2-0.1_20180808_2488,06-OWGO_W_T2-0.1_20180808
2489,06-PAGE-8.7,06,PAGE,8.7,08/08/2018,High,13,0,0,0,20,10,10,9,9,5,8,7,3,,06-PAGE-8.7_20180808_2489,06-PAGE-8.7_20180808
2490,06-PONY-0.2,06,PONY,0.2,08/08/2018,High,15,18,16,11,13,14,13,8,6,6,4,7,4,,06-PONY-0.2_20180808_2490,06-PONY-0.2_20180808
2491,06-PRCK-3.2,06,PRCK,3.2,08/08/2018,High,17,17,15,5,4,15,14,6,1,7,2,10,1,,06-PRCK-3.2_20180808_2491,06-PRCK-3.2_20180808
2492,06-PROP-0.1,06,PROP,0.1,08/08/2018,High,10,17,10,20,20,17,17,9,7,9,7,1,4,,06-PROP-0.1_20180808_2492,06-PROP-0.1_20180808
2493,06-SUSQ-6.9,06,SUSQ,6.9,08/08/2018,High,13,15,5,15,20,13,4,9,9,2,8,2,7,,06-SUSQ-6.9_20180808_2493,06-SUSQ-6.9_20180808
2494,06-TOGH-29.8,06,TOGH,29.8,08/08/2018,High,18,12,16,15,18,17,11,9,9,8,8,8,6,,06-TOGH-29.8_20180808_2494,06-TOGH-29.8_20180808
2495,06-TOGH_E-0.1,06,TOGH_E,0.1,08/08/2018,High,17,15,20,16,20,14,15,10,10,8,8,5,5,,06-TOGH_E-0.1_20180808_2495,06-TOGH_E-0.1_20180808
2496,06-BTNT-12.0,06,BTNT,12.0,08/09/2018,High,6,3,8,7,8,15,1,1,1,3,3,2,2,,06-BTNT-12.0_20180809_2496,06-BTNT-12.0_20180809
2497,06-BTNT_T6_1-1.0,06,BTNT_T6_1,1.0,08/09/2018,High,18,15,12,18,14,20,16,6,7,9,10,8,8,,06-BTNT_T6_1-1.0_20180809_2497,06-BTNT_T6_1-1.0_20180809
2498,06-DILA-5.4,06,DILA,5.4,08/09/2018,High,16,12,18,5,15,10,6,6,8,8,3,3,3,,06-DILA-5.4_20180809_2498,06-DILA-5.4_20180809
2499,06-EDDY-3.6,06,EDDY,3.6,08/09/2018,High,18,17,17,15,18,14,15,10,9,10,7,10,10,,06-EDDY-3.6_20180809_2499,06-EDDY-3.6_20180809
2500,06-GREA_W-1.1,06,GREA_W,1.1,08/09/2018,High,14,11,14,12,20,20,20,10,10,10,10,10,10,,06-GREA_W-1.1_20180809_2500,06-GREA_W-1.1_20180809
2501,06-LYON-0.3,06,LYON,0.3,08/09/2018,High,13,9,-9999,10,20,17,20,10,10,10,10,7,7,,06-LYON-0.3_20180809_2501,06-LYON-0.3_20180809
2502,06-NVUS-0.9,06,NVUS,0.9,08/09/2018,High,12,17,14,13,15,10,10,5,5,5,5,1,1,,06-NVUS-0.9_20180809_2502,06-NVUS-0.9_20180809
2503,06-NVUS-6.4,06,NVUS,6.4,08/09/2018,High,15,14,13,17,18,17,10,7,7,7,7,8,6,,06-NVUS-6.4_20180809_2503,06-NVUS-6.4_20180809
2504,06-OTGO-10.8,06,OTGO,10.8,08/09/2018,High,9,11,9,7,12,12,7,5,4,3,4,4,4,,06-OTGO-10.8_20180809_2504,06-OTGO-10.8_20180809
2505,06-YALE-3.4,06,YALE,3.4,08/09/2018,High,18,16,20,17,20,20,20,10,9,10,8,10,10,,06-YALE-3.4_20180809_2505,06-YALE-3.4_20180809
2506,06-YALE-5.4,06,YALE,5.4,08/09/2018,High,9,16,6,19,20,12,20,10,10,9,9,8,8,,06-YALE-5.4_20180809_2506,06-YALE-5.4_20180809
2507,15-RAMA-1.1,15,RAMA,1.1,08/21/2018,High,16,13,15,15,20,16,18,10,10,10,10,7,3,,15-RAMA-1.1_20180821_2507,15-RAMA-1.1_20180821
2508,15-RAMA-4.8,15,RAMA,4.8,08/21/2018,High,19,17,20,20,20,18,13,10,10,10,10,6,5,,15-RAMA-4.8_20180821_2508,15-RAMA-4.8_20180821
2509,15-RAMA-11.8,15,RAMA,11.8,08/21/2018,High,15,14,15,20,20,20,4,7,7,9,9,10,10,,15-RAMA-11.8_20180821_2509,15-RAMA-11.8_20180821
2510,15-RAMA-13.3,15,RAMA,13.3,08/21/2018,High,10,15,15,20,18,5,16,6,6,6,6,2,1,,15-RAMA-13.3_20180821_2510,15-RAMA-13.3_20180821
2511,15-RAMA-16.1,15,RAMA,16.1,08/21/2018,High,20,3,18,14,19,17,10,4,6,8,8,10,10,,15-RAMA-16.1_20180821_2511,15-RAMA-16.1_20180821
2512,15-RAMA-16.5,15,RAMA,16.5,08/21/2018,High,15,13,20,20,20,18,19,10,10,10,10,10,10,,15-RAMA-16.5_20180821_2512,15-RAMA-16.5_20180821
2513,04-MILH-0.1,04,MILH,0.1,08/22/2018,High,6,10,11,5,18,13,13,5,6,3,2,3,1,,04-MILH-0.1_20180822_2513,04-MILH-0.1_20180822
2514,04-MILH-0.9,04,MILH,0.9,08/22/2018,High,15,18,10,13,11,13,18,2,8,4,5,7,8,,04-MILH-0.9_20180822_2514,04-MILH-0.9_20180822
2515,04-OATK-4.2,04,OATK,4.2,08/22/2018,High,15,14,16,13,18,19,12,7,8,10,10,10,10,,04-OATK-4.2_20180822_2515,04-OATK-4.2_20180822
2516,04-OATK-5.8,04,OATK,5.8,08/22/2018,High,11,15,14,13,18,12,11,8,6,9,8,10,7,,04-OATK-5.8_20180822_2516,04-OATK-5.8_20180822
2517,04-OATK_T17-0.2,04,OATK_T17,0.2,08/22/2018,High,8,14,11,14,15,12,13,7,7,2,2,2,4,,04-OATK_T17-0.2_20180822_2517,04-OATK_T17-0.2_20180822
2518,04-OATK_T17-0.4,04,OATK_T17,0.4,08/22/2018,High,5,13,9,6,19,12,15,4,7,2,2,2,2,,04-OATK_T17-0.4_20180822_2518,04-OATK_T17-0.4_20180822
2519,15-RAMA-16.8,15,RAMA,16.8,08/22/2018,High,12,12,9,17,20,8,9,7,7,3,4,1,2,,15-RAMA-16.8_20180822_2519,15-RAMA-16.8_20180822
2520,15-RAMA-18.6,15,RAMA,18.6,08/22/2018,High,15,15,18,16,12,12,10,8,5,3,6,5,5,,15-RAMA-18.6_20180822_2520,15-RAMA-18.6_20180822
2521,15-RAMA_T25_3-0.2,15,RAMA_T25_3,0.2,08/22/2018,High,11,12,16,15,20,10,12,10,10,10,10,7,10,,15-RAMA_T25_3-0.2_20180822_2521,15-RAMA_T25_3-0.2_20180822
2522,15-RAMA_T25_3-0.3,15,RAMA_T25_3,0.3,08/22/2018,High,16,12,12,10,15,4,15,6,8,8,8,3,8,,15-RAMA_T25_3-0.3_20180822_2522,15-RAMA_T25_3-0.3_20180822
2523,05-COHO-7.4,05,COHO,7.4,08/23/2018,High,-9999,-9999,5,-9999,20,18,-9999,7,8,6,8,4,8,,05-COHO-7.4_20180823_2523,05-COHO-7.4_20180823
2524,05-COHO-11.1,05,COHO,11.1,08/23/2018,High,-9999,-9999,5,-9999,20,13,-9999,8,8,3,10,3,9,,05-COHO-11.1_20180823_2524,05-COHO-11.1_20180823
2525,05-COHO-17.3,05,COHO,17.3,08/23/2018,High,-9999,-9999,5,-9999,20,15,-9999,8,8,3,4,3,6,,05-COHO-17.3_20180823_2525,05-COHO-17.3_20180823
2526,05-COHO-23.6,05,COHO,23.6,08/23/2018,High,-9999,-9999,-9999,-9999,20,-9999,-9999,8,8,4,4,4,4,,05-COHO-23.6_20180823_2526,05-COHO-23.6_20180823
2527,04-WCOTN-0.2,04,WCOTN,0.2,08/23/2018,High,8,16,13,5,20,13,15,1,5,2,7,3,8,,04-WCOTN-0.2_20180823_2527,04-WCOTN-0.2_20180823
2528,04-WCOTN-0.5,04,WCOTN,0.5,08/23/2018,High,13,14,11,14,20,12,14,8,8,6,6,4,6,,04-WCOTN-0.5_20180823_2528,04-WCOTN-0.5_20180823
2529,13-DWAR-2.0,13,DWAR,2.0,08/27/2018,High,17,17,15,17,17,18,17,9,8,7,7,7,6,,13-DWAR-2.0_20180827_2529,13-DWAR-2.0_20180827
2530,13-GUNK-0.4,13,GUNK,0.4,08/27/2018,High,18,11,19,15,17,15,18,9,7,9,5,8,4,,13-GUNK-0.4_20180827_2530,13-GUNK-0.4_20180827
2531,13-GUNK-37.7,13,GUNK,37.7,08/27/2018,High,11,15,10,-9999,19,8,9,7,7,5,4,5,5,,13-GUNK-37.7_20180827_2531,13-GUNK-37.7_20180827
2532,13-GUNK-40.3,13,GUNK,40.3,08/27/2018,High,10,15,2,6,18,17,0,9,7,7,8,6,9,,13-GUNK-40.3_20180827_2532,13-GUNK-40.3_20180827
2533,13-GUNK_T35-0.2,13,GUNK_T35,0.2,08/27/2018,High,15,11,10,16,19,16,13,9,9,4,10,5,10,,13-GUNK_T35-0.2_20180827_2533,13-GUNK_T35-0.2_20180827
2534,13-LGUN-6.0,13,LGUN,6.0,08/27/2018,High,9,20,10,11,19,19,13,7,9,4,-9999,9,-9999,,13-LGUN-6.0_20180827_2534,13-LGUN-6.0_20180827
2535,13-MASO-0.2,13,MASO,0.2,08/27/2018,High,17,18,14,17,17,17,16,7,7,6,6,2,2,,13-MASO-0.2_20180827_2535,13-MASO-0.2_20180827
2536,13-MONH-0.4,13,MONH,0.4,08/27/2018,High,15,14,13,15,19,16,14,6,7,8,5,7,6,,13-MONH-0.4_20180827_2536,13-MONH-0.4_20180827
2537,13-MONH-4.1,13,MONH,4.1,08/27/2018,High,-9999,13,10,16,17,17,18,6,7,8,2,9,3,,13-MONH-4.1_20180827_2537,13-MONH-4.1_20180827
2538,13-PKIL-0.4,13,PKIL,0.4,08/27/2018,High,15,17,13,14,11,14,14,5,5,8,4,7,3,,13-PKIL-0.4_20180827_2538,13-PKIL-0.4_20180827
2539,13-SWAK-1.7,13,SWAK,1.7,08/27/2018,High,11,14,14,17,14,16,17,8,8,7,7,8,8,,13-SWAK-1.7_20180827_2539,13-SWAK-1.7_20180827
2540,13-TINW-0.5,13,TINW,0.5,08/27/2018,High,12,16,10,11,18,15,10,5,7,7,8,9,9,,13-TINW-0.5_20180827_2540,13-TINW-0.5_20180827
2541,13-WALK-19.0,13,WALK,19.0,08/27/2018,High,15,19,13,10,17,11,13,8,8,5,5,5,2,,13-WALK-19.0_20180827_2541,13-WALK-19.0_20180827
2542,13-WALK-22.8,13,WALK,22.8,08/27/2018,High,14,14,11,13,20,12,13,8,9,5,6,3,5,,13-WALK-22.8_20180827_2542,13-WALK-22.8_20180827
2543,13-WALK-26.9,13,WALK,26.9,08/27/2018,High,-9999,12,15,16,19,20,6,9,9,8,3,9,1,,13-WALK-26.9_20180827_2543,13-WALK-26.9_20180827
2544,13-WALK-29.9,13,WALK,29.9,08/27/2018,High,11,16,10,18,20,19,8,7,7,10,7,10,4,,13-WALK-29.9_20180827_2544,13-WALK-29.9_20180827
2545,13-WALK-35.6,13,WALK,35.6,08/27/2018,Low,11,12,18,17,19,19,9,9,7,8,6,9,6,,13-WALK-35.6_20180827_2545,13-WALK-35.6_20180827
2546,13-WALK-44.4,13,WALK,44.4,08/27/2018,High,15,14,8,16,20,14,15,8,6,5,6,5,6,,13-WALK-44.4_20180827_2546,13-WALK-44.4_20180827
2547,13-WKLEI-0.6,13,WKLEI,0.6,08/27/2018,Low,5,5,5,6,12,15,7,2,2,9,8,9,6,,13-WKLEI-0.6_20180827_2547,13-WKLEI-0.6_20180827
2548,13-POCH-1.8,13,POCH,1.8,08/28/2018,High,13,11,5,12,20,15,5,8,6,4,4,3,5,,13-POCH-1.8_20180828_2548,13-POCH-1.8_20180828
2549,13-QKER-0.9,13,QKER,0.9,08/28/2018,Low,5,5,4,10,15,10,13,8,8,7,7,4,4,,13-QKER-0.9_20180828_2549,13-QKER-0.9_20180828
2550,13-RIOG-0.7,13,RIOG,0.7,08/28/2018,Low,17,-9999,14,15,15,16,13,6,6,6,6,4,4,,13-RIOG-0.7_20180828_2550,13-RIOG-0.7_20180828
2551,13-RUTG-1.5,13,RUTG,1.5,08/28/2018,High,15,17,15,16,20,13,13,4,8,4,8,5,7,,13-RUTG-1.5_20180828_2551,13-RUTG-1.5_20180828
2552,13-WALK-46.6,13,WALK,46.6,08/28/2018,High,13,-9999,-9999,5,15,13,10,7,7,-9999,8,7,8,,13-WALK-46.6_20180828_2552,13-WALK-46.6_20180828
2553,13-WCHEE-0.6,13,WCHEE,0.6,08/28/2018,High,11,17,13,13,19,17,14,9,7,5,4,6,4,,13-WCHEE-0.6_20180828_2553,13-WCHEE-0.6_20180828
2554,09-REGI-2.3,09,REGI,2.3,08/30/2018,Low,13,15,5,11,15,14,10,9,9,7,4,8,4,,09-REGI-2.3_20180830_2554,09-REGI-2.3_20180830
2555,09-REGI-2.7,09,REGI,2.7,08/30/2018,High,16,12,6,12,16,19,9,10,9,6,7,4,4,,09-REGI-2.7_20180830_2555,09-REGI-2.7_20180830
2556,09-REGI-2.8,09,REGI,2.8,08/30/2018,High,13,16,18,18,14,11,15,8,8,4,5,3,2,,09-REGI-2.8_20180830_2556,09-REGI-2.8_20180830
2557,09-REGI-3.1,09,REGI,3.1,08/30/2018,High,10,17,3,15,18,17,2,8,8,10,8,10,5,,09-REGI-3.1_20180830_2557,09-REGI-3.1_20180830
2558,09-REGI-3.3,09,REGI,3.3,08/30/2018,High,14,14,15,14,12,15,10,8,9,7,8,10,10,,09-REGI-3.3_20180830_2558,09-REGI-3.3_20180830
2559,09-REGI-4.0,09,REGI,4.0,08/30/2018,High,15,12,13,12,13,14,10,6,9,5,7,1,9,,09-REGI-4.0_20180830_2559,09-REGI-4.0_20180830
2560,09-REGI-7.8,09,REGI,7.8,08/30/2018,High,13,15,17,15,16,13,14,9,9,10,8,10,7,,09-REGI-7.8_20180830_2560,09-REGI-7.8_20180830
2561,15-RAMA-16.8,15,RAMA,16.8,09/06/2018,High,12,8,7,10,15,15,5,8,6,4,6,2,3,,15-RAMA-16.8_20180906_2561,15-RAMA-16.8_20180906
