HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
2118,08-BUCC-0.1_20160907,high,17,17,8,18,9,20,14,8,8,10,10,10,9,,,,,
2119,08-INDY-6.7_20160907,high,16,14,13,17,11,14,13,6,8,6,6,4,3,,,,,
2120,11-DURG-0.2_20160908,high,17,16,15,12,7,20,14,9,9,10,10,10,10,,,,,
2121,14-BISC-0.7_20160909,high,18,18,12,17,6,10,17,8,6,9,10,9,10,Undercut banks on right side from past storm events,,,,
2122,14-BUSH-0.6_20160909,high,14,17,15,12,13,14,11,8,8,4,6,3,5,,,,,
2123,14-UNVR-51.0_20160909,high,14,17,12,18,9,15,11,8,7,6,5,4,6,,,,,
2124,12-BALU-0.1_20160920,High,10,10,4,4,11,12,12,2,8,3,2,10,5,,,,,
2125,12-LASH-0.1_20160920,High,12,15,10,15,7,14,12,8,7,7,6,7,8,,,,,
2126,12-MOHK-124.0_20160920,High,15,16,14,13,19,19,15,9,8,10,10,10,10,,,,,
2127,12-MOHK-136.0_20160920,High,10,14,19,15,18,15,17,9,7,9,6,8,3,Lots of Knotweed on bank,,,,
2128,12-NAIL-0.1_20160920,High,10,14,10,15,15,6,10,7,4,7,2,3,5,,,,,
2129,12-NMIL-0.5_20160920,High,12,14,14,17,18,14,13,9,5,7,8,8,7,Cows allowed water access down stream,,,,
2130,12-ORSK-0.9_20160920,High,10,11,16,14,19,14,12,10,9,5,4,2,3,,,,,
2131,12-REAL-0.1_20160920,High,16,12,12,12,12,8,16,9,9,5,8,3,3,,,,,
2132,12-CAJO-5.1_20160921,High,12,14,15,10,17,15,15,8,8,6,3,6,1,,,,,
2133,12-CARO-0.3_20160921,High,14,15,14,17,17,13,16,8,8,8,9,2,3,"Bedrock downstream of bridges, all the cobble where sample was taken upstream",,,,
2134,12-MOHK-98.9_20160921,High,10,13,19,8,18,17,14,9,7,8,9,5,3,,,,,
2135,12-SAUQ-1.7_20160921,High,14,14,15,16,13,18,19,9,8,9,9,4,2,,,,,
2136,12-ALPL-16.1_20160922,High,16,17,13,18,15,18,17,8,7,6,6,10,10,,,,,
2137,12-CANE-0.5_20160922,High,16,17,17,18,19,16,18,8,8,8,8,8,8,,,,,
2138,12-CANW-4.0_20160922,High,8,14,16,15,18,15,16,8,6,8,6,7,3,,,,,
2139,12-CAYA-4.7_20160922,High,15,12,18,15,17,17,16,8,7,5,9,1,2,,,,,
2140,12-FULM-0.4_20160922,High,2,10,5,14,14,8,16,7,7,4,0,2,0,,,,,
2141,12-POEN-2.0_20160922,High,14,16,13,10,17,17,16,8,8,3,2,1,1,Riparian made up of invasives,,,,
2142,12-SCHO-1.5_20160922,High,8,10,4,14,17,15,3,8,8,8,8,4,6,,,,,
2143,12-SCHO-56.3_20160922,High,3,16,3,17,1,1,1,5,5,2,6,7,7,,,,,
2144,12-STLE-0.2_20160922,High,2,12,2,10,17,1,9,7,7,8,8,2,2,"Major stream bed alteration has occurred along with stream bank channelization, all recent.",,,,
2145,12-STLE-5.4_20160922,High,15,13,17,17,18,15,17,8,6,8,6,2,2,,,,,
2146,12-SHAK-0.1_20160927,High,15,14,11,12,13,9,11,8,8,4,4,3,3,That's all folks!,,,,
2147,13-ESOP-16.1_20170705,High,14,11,18,15,17,15,12,8,6,9,7,6,3,Right bank has clear cut area outside of minimal riparian zone,,,,
2148,13-ESOP-21.7_20170705,High,14,10,19,18,19,17,20,10,10,10,10,10,10,,,,,
2149,13-KLEI-0.1_20170705,High,8,12,12,5,9,11,4,5,3,3,1,9,1,,,,,
2150,13-ROND-9.9_20170705,High,11,13,16,18,19,13,16,8,8,5,4,2,1,,,,,
2151,13-ROND_T6-1.9_20170705,High,3,16,13,18,15,12,14,8,7,4,5,8,10,"culvert drop is 3m, above road is impoundment, downstream has been DIY damned for duck use and gravel path",,,,
2152,13-WALK-13.3_20170705,High,12,16,15,17,15,19,6,8,8,6,6,5,8,,,,,
2153,13-WALK-15.0_20170705,High,13,16,16,17,13,20,12,9,9,7,7,5,5,,,,,
2154,13-WALK_T13-1.3_20170705,High,15,18,15,18,15,13,16,7,9,4,8,3,7,,,,,
2155,13-BLAG-3.4_20170706,High,16,9,14,14,14,20,19,9,8,9,3,10,1,,,,,
2156,13-KIND-39.4_20170706,High,15,17,14,18,17,16,17,9,9,8,7,7,4,,,,,
2157,13-KIND-42.8_20170706,High,14,16,14,16,18,16,17,8,7,6,3,3,3,,,,,
2158,13-KROM-1.1_20170706,High,13,14,12,15,13,13,13,7,8,5,7,1,7,,,,,
2159,13-MILL-6.7_20170706,High,14,9,13,15,16,16,15,9,8,9,8,7,8,,,,,
2160,13-PETK-6.1_20170706,High,14,20,18,0,7,19,19,10,10,10,10,10,10,,,,,
2161,13-POST-0.8_20170706,High,17,18,15,19,16,12,19,6,8,4,6,3,3,,,,,
2162,13-POST-18.4_20170706,High,18,18,15,19,16,15,19,8,8,9,9,10,10,,,,,
2163,13-WYNT-0.7_20170706,High,13,12,10,16,15,13,17,6,7,7,8,9,7,,,,,
2164,13-XFBK-0.1_20170706,High,18,18,12,18,15,17,18,8,7,7,7,10,10,,,,,
2165,13-XFBK-1.2_20170706,High,6,18,10,19,12,18,18,7,8,7,4,10,10,Right bank=bedrock beach,,,,
2166,13-XSDK-4.2_20170706,High,12,16,10,16,14,15,18,8,8,3,6,10,10,Sparse undergrowth,,,,
2167,13-XSTK-4.8_20170706,High,14,17,15,19,14,15,19,3,1,4,6,4,5,,,,,
2168,13-BLKK-1.1_20170711,Low,17,17,15,17,19,17,17,9,9,9,9,6,8,,,,,
2169,13-DOWE-1.9_20170711,High,9,12,16,10,19,19,15,5,6,9,9,9,9,,,,,
2170,13-KRUM-2.5_20170711,High,17,16,17,12,19,15,17,9,8,9,9,5,8,,,,,
2171,13-NORM-3.7_20170711,High,15,15,15,15,19,17,15,7,7,7,8,8,8,,,,,
2172,13-NORM-21.4_20170711,High,17,17,12,15,20,18,10,9,9,9,9,9,9,,,,,
2173,13-NORM-25.7_20170711,High,12,17,12,12,15,18,12,7,5,3,6,4,5,,,,,
2174,13-PATS-0.5_20170711,High,12,12,12,17,18,5,15,9,7,4,4,2,2,,,,,
2175,04-MILH-0.1_20170718,high,14,15,10,16,13,15,16,7,8,8,8,9,2,Mostly knotweed,,,,
2176,04-MILH-0.9_20170718,high,12,14,10,14,16,15,18,2,6,6,8,3,2,Knotweed on right bank,,,,
2177,04-WCOTN-0.2_20170718,high,15,18,15,8,14,18,17,5,7,2,6,0,6,,,,,
2178,04-WCOTN-0.5_20170718,high,14,11,13,12,15,15,18,8,7,5,7,2,1,,,,,
2179,04-OATK-4.2_20170719,high,17,13,14,11,18,16,16,7,6,10,10,10,10,Water very high,,,,
2180,04-OATK-5.8_20170719,high,14,14,13,12,19,9,14,8,7,10,10,7,6,High flow caused huge island of substrate to form bar in center of channel,,,,
2181,04-OATK_T17-0.2_20170719,high,7,9,10,10,16,11,15,8,8,8,7,3,3,,,,,
2182,04-OATK_T17-0.4_20170719,high,8,15,10,5,14,13,16,6,4,8,6,9,5,,,,,
2183,13-CLAV-0.5_20170724,High,16,16,18,14,18,16,17,8,8,8,8,2,8,,,,,
2184,16-GREE-2.5_20170724,High,16,18,16,17,19,17,17,6,8,6,8,1,3,,,,,
2185,13-KIND-0.2_20170724,High,16,16,17,15,18,17,13,7,8,7,8,3,10,,,,,
2186,13-NOST-0.3_20170724,Low,12,5,9,10,18,18,10,6,6,6,6,2,2,,,,,
2187,13-ROLF-2.4_20170724,High,12,13,15,19,19,19,15,9,9,8,9,10,10,,,,,
2188,13-STNY-0.8_20170724,High,5,5,8,8,10,8,6,8,7,6,7,5,9,,,,,
2189,13-STNY-1.7_20170724,High,15,17,17,12,18,18,18,3,4,2,2,3,3,,,,,
2190,13-DOOD-0.4_20170725,High,14,17,12,15,16,14,16,8,7,6,2,4,1,,,,,
2191,13-EBCR-16.3_20170725,High,15,15,14,13,14,17,18,8,9,9,9,10,10,Wetlandy left bank forested right,,,,
2192,15-HACK_E-1.5_20170725,high,13,13,12,14,14,10,14,6,5,3,3,4,2,,,,,
2193,13-HAVI-2.3_20170725,High,15,16,11,17,16,17,17,8,9,8,7,7,8,Left bank mowed,,,,
2194,13-MOOD-0.8_20170725,High,13,14,14,15,17,10,16,6,9,3,6,5,8,,,,,
2195,13-PERR-1.5_20170725,High,17,18,13,16,17,15,16,8,7,3,7,3,7,,,,,
2196,13-QUAK-0.2_20170725,High,15,16,15,14,13,17,16,5,8,7,9,10,10,,,,,
2197,13-QUAS-0.3_20170725,High,11,13,12,15,17,13,11,9,8,1,2,1,2,,,,,
2198,13-SAW-1.4_20170725,High,10,13,15,16,18,11,14,7,8,3,4,1,2,,,,,
2199,13-SHAB-0.3_20170725,High,14,12,15,15,18,16,16,9,8,7,6,10,2,,,,,
2200,13-SPAR-7.1_20170725,High,10,10,5,13,10,16,16,7,8,2,1,2,1,,,,,
2201,16-SWEL-0.1_20170725,Low,15,16,16,14,11,13,10,8,7,7,6,1,1,,,,,
2202,16-SWMP-6.8_20170725,Low,18,16,14,16,16,17,15,9,8,4,6,2,2,,,,,
2203,16-WASS-1.2_20170725,High,16,17,17,15,17,14,16,8,9,1,10,1,10,,,,,
2204,13-WOOD-0.8_20170725,High,15,14,14,14,16,15,13,8,8,8,7,6,8,,,,,
2205,13-WOOD-2.0_20170725,High,16,13,15,17,15,19,14,7,8,9,7,9,3,,,,,
2206,13-WQUAS-9.8_20170725,High,16,16,15,17,17,18,16,8,8,8,7,8,9,,,,,
2207,13-BASC_T17-2.4_20170726,Low,16,16,16,16,18,15,17,10,10,10,10,5,5,,,,,
2208,13-CASP-1.7_20170726,High,12,15,16,15,13,16,15,8,7,5,6,3,6,Some invasive riparian species,,,,
2209,13-CATS-6.2_20170726,High,16,18,18,17,18,16,16,8,8,7,7,6,8,,,,,
2210,13-CNOP_T-0.1_20170726,High,17,15,15,18,16,20,18,9,8,10,10,10,10,Very little understory growth due to shading,,,,
2211,13-COEY-0.3_20170726,High,13,15,17,4,18,5,16,6,6,8,8,3,3,,,,,
2212,13-CROI-2.3_20170726,High,15,18,15,17,18,16,18,4,6,6,7,3,3,,,,,
2213,13-CROI-16.2_20170726,High,13,14,10,10,18,16,8,3,7,5,7,8,8,,,,,
2214,13-EIGT-0.6_20170726,High,17,17,14,17,18,16,19,9,9,8,8,8,6,,,,,
2215,13-FISH-16.3_20170726,Low,7,12,2,14,15,15,9,6,5,6,8,10,3,Headwater stream,,,,
2216,13-GILO-0.1_20170726,High,16,15,15,14,12,17,19,9,9,5,5,10,10,Mowed almost up to bank. Small 2 meter zone unmowed,,,,
2217,13-HLKS-1.0_20170726,High,12,15,18,14,12,14,16,7,4,7,6,3,2,,,,,
2218,13-HUNT-1.9_20170726,High,17,15,17,18,15,20,19,9,9,7,8,10,10,,,,,
2219,13-LATT-5.7_20170726,High,15,16,15,17,18,19,19,8,9,4,9,2,10,,,,,
2220,13-MANY-1.3_20170726,High,14,18,13,15,15,18,14,8,7,2,6,2,10,,,,,
2221,13-MONH-4.1_20170726,High,10,11,10,13,14,15,15,9,7,8,4,8,2,,,,,
2222,13-OTTK-2.4_20170726,High,10,15,13,14,17,13,10,8,8,6,7,3,6,,,,,
2223,13-VERK-2.9_20170726,High,18,11,13,12,15,19,16,8,8,3,9,2,9,,,,,
2224,13-WALK_T44-3.0_20170726,High,7,19,2,11,8,19,16,9,9,2,5,1,2,,,,,
2225,13-WAWA-4.5_20170726,High,16,16,10,15,17,17,18,7,8,8,7,8,6,,,,,
2226,13-WPALG-3.4_20170726,High,16,13,13,13,16,18,16,5,7,4,5,2,5,,,,,
2227,13-WPLCK-9.8_20170726,High,17,17,18,15,18,16,17,8,8,7,7,3,2,,,,,
2228,13-WSART-0.5_20170726,High,12,10,10,15,14,12,15,7,7,6,3,1,1,,,,,
2229,13-BEER_W-0.2_20170727,High,15,16,18,18,17,13,16,9,9,8,6,4,3,,,,,
2230,13-BLKH-8.2_20170727,Low,18,11,6,12,19,16,15,8,7,9,7,10,10,Headwater,,,,
2231,13-BUSK-0.2_20170727,High,13,14,4,12,4,14,14,8,8,6,9,7,9,,,,,
2232,13-ESOP-4.4_20170727,High,14,13,17,13,18,16,14,8,6,9,8,10,4,"Powerlines right bank, plenty of invasive plants",,,,
2233,13-ESOP-28.7_20170727,High,18,16,10,18,18,19,18,9,9,10,10,10,10,,,,,
2234,13-ESOP-29.6_20170727,High,14,17,14,18,18,18,15,9,8,8,10,10,10,,,,,
2235,13-IDNK-0.5_20170727,Low,16,14,16,10,10,13,13,6,7,8,9,10,10,,,,,
2236,13-RHIN-4.3_20170727,Low,15,14,17,9,11,16,16,6,6,7,7,10,10,,,,,
2237,13-ROND-32.2_20170727,High,14,16,13,18,17,17,13,8,7,6,7,6,5,,,,,
2238,13-SKIL-6.3_20170727,High,14,18,19,16,14,19,18,9,4,6,4,10,8,,,,,
2239,13-SKIL-13.9_20170727,High,15,16,14,12,16,19,20,7,6,8,8,3,5,,,,,
2240,13-TRAV-2.7_20170727,High,18,16,12,18,18,19,19,6,8,6,9,3,10,,,,,
2241,13-XSTK-0.9_20170727,High,15,11,10,15,12,16,16,8,7,4,4,2,3,,,,,
2242,13-MONH-0.4_20170802,High,17,17,17,10,18,16,17,8,7,7,7,5,3,,,,,
2243,13-QKER-0.9_20170802,High,13,3,9,3,18,12,5,8,8,7,7,3,4,,,,,
2244,13-WALK-35.6_20170802,High,10,14,13,14,18,13,5,6,5,6,6,5,5,,,,,
2245,13-WALK-46.6_20170802,High,14,14,17,10,18,10,5,7,4,7,5,8,6,,,,,
2246,13-WCHEE-0.6_20170802,High,10,8,8,8,18,14,5,6,6,8,8,4,4,,,,,
2247,13-GUNK-0.4_20170803,High,20,20,19,16,20,20,20,9,10,9,9,6,7,,,,,
2248,13-WALK-19.0_20170803,High,17,15,17,12,20,16,18,9,10,9,9,7,7,"High, fast flows",,,,
2249,13-WALK-22.8_20170803,High,16,18,18,19,20,16,18,9,9,9,9,7,7,"High water, high flow",,,,
2250,13-WALK-26.9_20170803,High,17,19,19,19,20,17,16,9,7,9,7,9,5,"High flows, sewage smell",,,,
2251,13-WALK-29.9_20170803,High,11,18,17,18,20,19,16,9,9,10,10,9,8,,,,,
2252,13-WKLEI-0.6_20170803,High,9,4,10,5,14,18,5,10,6,8,6,6,10,,,,,
2253,05-CHEM-5.4_20170808,high,13,15,5,5,20,15,5,10,10,10,10,10,6,,,,,
2254,05-COHO-1.4_20170808,high,19,19,19,19,19,15,19,10,9,10,8,5,10,,,,,
2255,05-COHO-5.9_20170808,high,10,12,18,14,18,16,15,6,6,7,8,4,5,,,,,
2256,05-COON-0.7_20170808,high,19,17,14,17,14,7,19,9,9,9,6,10,10,,,,,
2257,05-CUTH-0.6_20170808,high,17,13,14,17,15,17,12,7,5,9,9,3,7,,,,,
2258,05-DRUN-3.0_20170808,high,20,19,15,19,17,10,20,7,8,7,9,10,10,,,,,
2259,05-GLED-0.5_20170808,high,10,10,10,8,18,17,17,8,8,8,8,6,8,,,,,
2260,05-GLED_N-0.1_20170808,high,15,14,14,13,18,10,17,7,5,7,5,7,3,,,,,
2261,05-JAKS-0.1_20170808,high,17,15,14,17,15,7,17,7,10,6,0,6,1,,,,,
2262,05-MEAD-2.1_20170808,high,15,16,17,16,18,16,17,7,5,7,6,6,4,,,,,
2263,05-NEWT_T30-0.4_20170808,high,17,17,13,14,14,14,16,5,5,7,7,5,5,,,,,
2264,05-POSC_T5-0.9_20170808,high,19,18,15,19,17,15,20,8,9,8,8,5,10,,,,,
2265,05-SEEL-4.0_20170808,high,8,10,10,13,18,7,15,4,7,6,8,2,4,,,,,
2266,05-SEEL-7.6_20170808,high,6,13,7,14,18,9,17,7,7,6,8,2,5,,,,,
2267,05-TANC-1.2_20170808,high,16,16,15,16,18,12,17,10,3,10,1,10,1,,,,,
2268,05-TOGA-1.3_20170808,high,14,16,17,15,18,16,15,8,8,8,8,5,10,,,,,
2269,05-TOGA-6.3_20170808,high,8,10,13,13,18,10,14,7,7,7,7,7,5,,,,,
2270,05-BENN-0.5_20170809,high,5,5,4,5,16,3,16,6,6,4,4,1,1,,,,,
2271,05-BENN-4.6_20170809,high,18,10,15,17,15,18,18,9,9,9,9,7,10,,,,,
2272,05-BENN_T14-2.8_20170809,high,18,6,7,18,15,18,18,8,9,9,9,10,10,,,,,
2273,05-CARI-0.2_20170809,high,17,16,10,16,18,17,18,8,8,8,8,9,9,,,,,
2274,05-CDEA-1.8_20170809,high,15,13,13,11,15,16,18,9,9,9,9,8,6,,,,,
2275,05-COHO-8.9_20170809,high,10,6,12,8,18,16,14,8,7,8,6,6,3,,,,,
2276,05-COHO-33.6_20170809,high,11,3,10,7,18,12,5,7,6,8,4,6,4,,,,,
2277,05-COHO-37.2_20170809,high,17,9,15,15,18,15,13,8,8,6,8,2,7,,,,,
2278,05-COHO-50.9_20170809,high,17,16,18,16,18,17,18,8,9,10,10,10,10,,,,,
2279,05-GOFF-0.5_20170809,high,18,13,13,17,19,15,19,9,9,4,8,6,6,,,,,
2280,05-MCHE-1.5_20170809,high,17,15,10,17,8,10,18,9,9,9,6,5,10,,,,,
2281,05-MIGA-0.4_20170809,high,16,15,15,16,18,14,16,8,8,8,8,8,5,,,,,
2282,05-POSC-1.3_20170809,high,14,15,10,15,18,15,17,7,7,7,7,9,3,,,,,
2283,05-SAMO-1.2_20170809,high,15,12,8,15,19,5,14,9,9,3,3,3,3,,,,,
2284,05-STEO-9.7_20170809,high,15,15,18,18,18,10,15,7,4,10,1,5,1,,,,,
2285,05-STEO-28.7_20170809,high,16,4,17,6,18,15,16,8,8,8,9,3,7,,,,,
2286,05-STEO-35.7_20170809,low,16,15,4,3,18,14,5,3,4,5,5,8,3,,,,,
2287,05-STEO-55.4_20170809,high,17,16,10,15,13,19,19,8,4,10,10,10,10,,,,,
2288,05-STEO_T22-0.2_20170809,high,17,16,15,15,18,10,18,7,7,7,7,3,4,,,,,
2289,05-TMLV-0.7_20170809,high,15,10,3,11,17,13,3,8,8,8,8,4,5,,,,,
2290,05-TRPS-9.5_20170809,high,17,10,15,15,15,10,19,10,9,5,9,3,2,,,,,
2291,05-TUSC-0.5_20170809,high,14,16,17,19,19,6,15,9,10,5,1,0,0,,,,,
2292,05-TUSC-12.8_20170809,high,19,16,15,17,16,11,18,9,9,9,5,7,5,,,,,
2293,05-FIVM-13.0_20170810,high,18,13,10,16,18,19,19,8,9,10,10,10,5,,,,,
2294,05-TMLV-7.8_20170810,high,19,18,10,18,19,18,10,10,10,10,10,10,10,,,,,
2295,13-WALK-2.1_20170824,Low,15,13,11,11,17,15,14,9,8,8,6,10,1,,,,,
2296,13-WALK-60.1_20170824,Low,12,8,8,5,10,7,2,8,4,7,5,7,6,Slow long pool with lily pad and some snags,,,,
2297,05-BWIN_T11-0.7_20170828,high,13,18,15,17,15,18,20,7,6,5,6,2,10,Steep bouldery banks,,,,
2298,05-CBRO-1.8_20170828,low,18,18,15,16,17,17,16,4,9,6,9,2,4,,,,,
2299,05-CHEM-33.8_20170828,high,14,13,18,14,16,18,16,9,9,8,8,8,10,,,,,
2300,05-GOLT-1.8_20170828,high,15,16,16,17,14,12,11,9,8,9,8,9,2,,,,,
2301,05-HOFF-0.8_20170828,high,15,16,14,14,10,17,13,7,7,7,7,2,2,,,,,
2302,05-MALL-0.1_20170828,high,12,15,13,15,12,18,20,7,8,5,5,6,5,Knotweed,,,,
2303,05-COHO-13.5_20170829,high,14,10,15,13,16,17,14,9,9,10,10,3,8,,,,,
2304,05-COHO-17.3_20170829,high,15,15,17,16,16,17,16,9,8,9,8,9,7,,,,,
2305,05-FIVM-1.2_20170829,high,14,15,16,12,14,17,15,8,7,4,4,10,10,,,,,
2306,05-MDCR-0.9_20170829,high,16,14,14,12,18,17,10,6,9,4,7,2,7,,,,,
2307,05-WANE_T5-0.5_20170829,high,16,17,12,15,11,16,18,8,6,9,6,4,1,,,,,
2308,13-CLDS-1.3_20170830,High,15,17,15,18,14,18,17,9,6,8,9,7,10,,,,,
2309,13-LWAP-3.5_20170830,High,16,20,14,17,13,17,19,9,6,8,9,10,10,,,,,
2310,13-WAPP-5.0_20170830,High,11,11,13,16,9,18,14,4,4,5,7,5,4,,,,,
2311,13-WAPP-10.7_20170830,High,15,10,16,16,14,12,13,6,9,6,7,2,5,,,,,
2312,13-WAPP-15.9_20170830,High,12,10,15,11,16,17,13,9,8,9,4,7,1,,,,,
2313,13-WAPP-21.8_20170830,High,14,12,13,14,18,12,13,8,8,6,7,1,8,,,,,
2314,13-WAPP-29.2_20170830,High,13,16,18,18,17,16,16,9,7,2,7,3,5,,,,,
2315,13-WAPP_E-0.1_20170830,High,16,14,17,18,14,18,19,7,9,7,8,2,4,,,,,
2316,08-ADKS_36-0.5_20170912,high,18,15,14,18,15,20,20,6,7,9,9,10,10,,,,,
2317,08-BENE-0.2_20170912,low,16,17,13,16,17,19,16,9,9,10,10,10,10,,,,,
2318,09-BLAP_W-7.4_20170912,high,14,11,10,9,11,7,11,9,10,9,9,8,8,,,,,
2319,08-BLCK-105.4_20170912,high,11,13,9,17,11,12,17,7,8,8,6,8,6,Access at seasonal camp lawn on rt bnk goes right to stream,,,,
2320,08-BLCK_T132-2.0_20170912,high,18,18,19,20,18,20,20,10,10,10,10,10,10,,,,,
2321,08-EAGL-1.0_20170912,high,17,17,14,14,18,17,18,9,8,10,10,10,10,,,,,
2322,08-FELT-0.3_20170912,high,10,3,8,8,10,10,8,8,9,8,7,7,8,,,,,
2323,08-FSHC-0.8_20170912,high,10,11,14,13,13,18,18,6,8,6,6,8,5,,,,,
2324,08-INDY-4.6_20170912,high,12,13,11,11,11,9,14,8,9,9,6,9,6,Threaded area around islands near road bridge. Large boulder and bedrock upstream. Scenic cataract up from the bridge,,,,
2325,08-KLSY-0.1_20170912,high,12,15,17,12,17,9,17,7,8,2,2,1,7,,,,,
2326,08-LBLK-5.0_20170912,high,13,11,13,15,10,17,8,8,9,8,10,6,8,Nice scenic site,,,,
2327,08-LOLO-3.4_20170912,high,18,18,20,20,20,17,19,10,10,10,10,8,8,,,,,
2328,08-MOOS-16.8_20170912,high,16,19,19,18,19,15,19,9,9,9,9,8,9,,,,,
2329,08-MOOS_M-3.9_20170912,high,17,18,20,18,20,16,19,10,10,10,6,10,5,,,,,
2330,08-MOOS_S-0.1_20170912,high,18,18,18,19,20,17,7,10,10,10,10,10,10,,,,,
2331,08-OTTR-12.1_20170912,high,18,19,20,20,20,15,19,10,10,10,10,8,8,,,,,
2332,08-ROAR-2.2_20170912,high,8,7,8,10,8,10,11,,,,,,,,,,,
2333,08-SLVR-0.3_20170912,high,17,11,16,17,19,20,20,8,7,10,10,10,10,,,,,
2334,08-STNK-1.9_20170912,high,8,9,13,12,6,10,6,7,9,6,7,4,3,Stream near home site.,,,,
2335,08-SUND-0.2_20170912,high,16,16,17,17,18,20,20,9,8,10,8,10,6,,,,,
2336,08-TWIT-0.9_20170912,high,17,15,18,19,17,20,20,10,10,10,10,10,10,,,,,
2337,08-AWAT-2.6_20170913,high,16,16,11,13,12,19,18,10,10,10,10,10,10,,,,,
2338,08-BEEV_T16-1.5_20170913,high,20,19,18,18,20,20,19,10,10,10,10,10,10,,,,,
2339,08-BLCK_T30-4.5_20170913,high,16,16,15,17,18,20,18,10,10,10,10,10,10,,,,,
2340,08-CRYS_T11-1.1_20170913,high,15,20,14,17,17,13,18,9,9,10,10,10,10,Ponded downstream for drinking water intake,,,,
2341,08-DEER-8.3_20170913,high,18,17,18,13,18,10,17,8,8,5,5,4,5,,,,,
2342,08-DEER_W-2.2_20170913,high,17,18,17,18,18,18,17,10,10,10,10,10,10,,,,,
2343,08-EDIK-3.7_20170913,high,19,18,12,10,20,14,13,8,7,10,10,10,10,,,,,
2344,08-MILB-0.6_20170913,high,13,13,15,15,10,11,12,8,9,10,8,9,6,Cleared logging area upstream,,,,
2345,08-MILE-0.7_20170913,high,14,11,14,17,12,18,14,8,5,9,8,6,4,Nice forested stream,,,,
2346,08-MLCK_T2-0.1_20170913,high,17,19,18,14,15,16,18,6,5,7,6,4,5,,,,,
2347,08-MLLL-1.8_20170913,high,8,11,13,12,11,6,13,5,7,2,5,0,2,,,,,
2348,08-MLLL_N-0.1_20170913,high,12,11,10,11,9,12,12,6,5,5,6,3,3,,,,,
2349,08-MLLL_S-0.4_20170913,high,7,17,13,11,10,12,16,9,9,4,8,2,6,,,,,
2350,08-MOOC-0.4_20170913,high,7,2,12,16,4,15,14,9,8,5,7,3,6,,,,,
2351,08-MOOS-2.5_20170913,high,17,18,20,19,20,15,17,10,10,10,10,10,10,,,,,
2352,08-MURM-3.4_20170913,low,17,18,17,17,18,13,18,8,8,8,8,5,5,,,,,
2353,08-OLMS-0.3_20170913,high,5,6,6,6,5,4,6,7,8,5,6,1,1,No bio sample.  No access.  Channelized ag type stream thru electric fencd pasture,,,,
2354,08-PHIL-0.3_20170913,high,16,17,14,12,8,15,13,9,7,9,9,3,2,Mostly exposed bedrock,,,,
2355,08-SNDC-1.1_20170913,high,14,14,15,16,18,16,13,8,8,6,6,5,8,Significant evidence of clear cutting at bridge and surrounding area,,,,
2356,08-TANE-0.7_20170913,low,17,18,4,18,18,15,15,8,8,7,7,6,8,,,,,
2357,09-WSCK-6.3_20170913,high,16,13,11,16,18,13,17,8,8,8,8,6,6,,,,,
2358,13-PETK-6.1_20170920,High,20,19,15,20,15,19,19,10,10,10,10,10,10,,,,,
2359,13-XFBK-0.1_20170920,High,19,19,15,19,19,19,19,9,10,10,10,10,10,,,,,
2360,13-XFBK-1.2_20170920,High,19,19,15,19,19,20,19,10,10,10,10,10,10,,,,,
2361,13-XSDK-4.2_20170920,High,20,19,15,18,12,20,17,10,10,10,10,10,10,,,,,
2362,13-XSTK-4.8_20170920,High,17,13,15,15,10,12,20,5,3,4,2,1,1,,,,,
2363,11-DURG-0.2_20170926,high,13,9,16,7,10,20,7,7,9,10,10,10,9,,,,,
2364,06-NWIN-0.2_20180523,High,1,10,4,14,12,4,3,2,6,1,1,2,2,,,,,
2365,06-NWIN-5.6_20180523,High,16,15,15,18,12,9,8,8,8,5,7,1,8,,,,,
2366,06-PRCK-0.3_20180523,High,4,14,1,16,10,8,2,8,8,2,2,2,4,,,,,
2367,06-PRCK-3.2_20180523,High,7,14,11,10,9,16,8,10,1,10,7,7,3,,,,,
2368,13-PATS-0.5_20180705,High,11,15,10,18,20,15,15,6,3,4,5,1,1,,,,,
2369,13-PATS-1.3_20180705,High,15,9,5,12,20,7,18,10,10,8,8,6,5,,,,,
2370,13-PATS-1.8_20180705,High,7,10,7,19,20,3,15,10,9,6,0,10,0,,,,,
2371,10-METT-11.1_20180712,High,15,16,16,15,14,17,15,8,8,8,8,9,8,,,,,
2372,10-ALDE-0.7_20180717,High,17,19,16,20,,17,20,10,10,10,10,10,7,,,,,
2373,10-BEHA-1.0_20180717,High,18,19,15,19,14,13,18,9,8,9,7,8,6,,,,,
2374,10-BLAR-1.1_20180717,High,18,10,14,9,14,18,18,8,8,9,9,9,9,,,,,
